,year_produce,brand,model,car_type,gear_type,engine_cap,year_extracted,mileage,old_price
160,2016,Audi,A4,used,Automatic,2,2023,82500,109800
161,2016,Toyota,Prius C,used,Automatic,1.5,2023,137500,28800
162,2016,BMW,530i,used,Automatic,2,2023,92500,158800
163,2016,BMW,318i,used,Automatic,1.5,2023,97500,69800
164,2016,BMW,X3,used,Automatic,2,2023,82500,169800
165,2016,Mercedes,B200,used,Automatic,1.6,2023,127500,48000
166,2015,Honda,HR-V,used,Automatic,1.8,2023,112500,54800
167,2015,Toyota,Vios,used,Automatic,1.5,2023,72500,51000
168,2015,BMW,528i,used,Automatic,2,2023,97500,98000
169,2015,Audi,A4,used,Automatic,2,2023,97500,49800
171,2015,Mercedes,E200,used,Automatic,2,2023,87500,141800
172,2015,Mercedes,C350 e,used,Automatic,2,2023,77500,96800
173,2016,Mercedes,CLA180,used,Automatic,1.6,2023,107500,124800
174,2016,BMW,330e,used,Automatic,2,2023,112500,89800
175,2016,Mercedes,CLA200,used,Automatic,1.6,2023,107500,103800
176,2016,Mazda,CX-5,used,Automatic,2,2023,102500,69800
177,2016,BMW,530i,used,Automatic,2,2023,107500,158800
178,2016,Honda,Accord,used,Automatic,2,2023,142500,82800
179,2016,BMW,X3,used,Automatic,2,2023,147500,145800
180,2016,BMW,330i,used,Automatic,2,2023,72500,189800
181,2016,BMW,520i,used,Automatic,2,2023,77500,189800
182,2016,Mercedes,C250,used,Automatic,2,2023,107500,109888
184,2016,Toyota,Vios,used,Automatic,1.5,2023,92500,36800
185,2016,Kia,Cerato,used,Automatic,1.6,2023,107500,26800
186,2016,Nissan,Navara,used,Automatic,2.5,2023,127500,72800
187,2016,Nissan,Serena,used,Automatic,2,2023,137500,51800
188,2016,Nissan,Teana,used,Automatic,2,2023,72500,45999
189,2020,BMW,X6,used,Automatic,3,2023,17500,538800
190,2020,Toyota,Harrier,used,Automatic,2,2023,17500,208000
191,2020,Audi,Q7,used,Automatic,3,2023,27500,438000
192,2020,Audi,Q7,used,Automatic,3,2023,42500,438000
193,2020,Honda,Accord,used,Automatic,2.4,2023,117500,49800
195,2020,Honda,Civic,used,Automatic,1.8,2023,132500,72800
196,2020,Volkswagen,Passat,used,Automatic,1.8,2023,77500,25800
197,2014,Toyota,Harrier,used,Automatic,2,2023,87500,92999
198,2014,BMW,X3,used,Automatic,2,2023,57500,159800
199,2014,BMW,318i,used,Automatic,1.5,2023,97500,69800
200,2014,Mazda,CX-3,used,Automatic,2,2023,87500,61800
201,2014,Volvo,XC90,used,Automatic,2,2023,82500,139900
202,2014,MINI,Countryman,used,Automatic,1.6,2023,97500,65800
203,2014,Honda,Jazz,used,Automatic,1.5,2023,87500,51800
204,2014,Honda,Civic,used,Automatic,1.8,2023,92500,75800
205,2014,Perodua,AXIA,used,Automatic,1,2023,147500,27800
206,2014,MINI,3 Door,used,Automatic,2,2023,42500,178800
207,2014,Honda,HR-V,used,Automatic,1.8,2023,77500,56800
208,2014,Honda,Jazz,used,Automatic,1.5,2023,97500,49800
209,2014,Toyota,Corolla Altis,used,Automatic,1.8,2023,92500,55800
210,2014,Proton,Iriz,used,Automatic,1.6,2023,57500,35800
211,2014,Toyota,Vios,used,Automatic,1.5,2023,132500,39800
212,2014,BMW,X3,used,Automatic,2,2023,142500,75800
213,2014,Honda,Accord,used,Automatic,2,2023,107500,78800
214,2014,Honda,HR-V,used,Automatic,1.8,2023,32500,83500
215,2014,Toyota,Hilux,used,Automatic,2.4,2023,52500,93888
216,2014,Peugeot,408,used,Automatic,2,2023,102500,10800
217,2014,Honda,Civic,used,Automatic,1.5,2023,127500,24800
218,2014,Nissan,Serena,used,Automatic,2,2023,68476,89900
219,2014,Mercedes,E250,used,Automatic,2,2023,122500,81800
220,2014,BMW,X1,used,Automatic,2,2023,77500,54800
221,2014,Nissan,Grand Livina,used,Automatic,1.6,2023,137500,16800
223,2010,BMW,320i,used,Automatic,2,2023,112500,62800
224,2010,Volvo,S60,used,Automatic,1.6,2023,122500,22900
225,2015,Mercedes,A45 AMG,used,Automatic,2,2023,97500,142800
226,2014,Mercedes,A250,used,Automatic,2,2023,107500,78800
227,2014,Mercedes,C200,used,Automatic,2,2023,92500,99800
228,2014,Honda,City,used,Automatic,1.5,2023,102500,60800
229,2014,Ford,Ranger,used,Automatic,3.2,2023,127500,43800
231,2014,Toyota,Vellfire,used,Automatic,2.5,2023,87500,166800
232,2014,Mitsubishi,Triton,used,Manual,2.5,2023,62500,51800
233,2014,Volkswagen,Golf,used,Automatic,2,2023,77500,81800
234,2014,Mazda,CX-5,used,Automatic,2.2,2023,72500,89800
235,2014,Subaru,Forester,used,Automatic,2,2023,87500,42800
236,2014,Subaru,XV,used,Automatic,2,2023,97500,36800
237,2014,Honda,CR-V,used,Automatic,2,2023,62500,95800
238,2014,Honda,CR-V,used,Automatic,2,2023,132500,58800
239,2014,Perodua,Myvi,used,Automatic,1.5,2023,97500,34800
240,2014,Mercedes,GLA250,used,Automatic,2,2023,82500,110800
242,2014,Kia,Cerato,used,Automatic,2,2023,102500,28800
243,2014,BMW,X5,used,Automatic,3,2023,87500,108800
244,2014,Mercedes,GLA200,used,Automatic,1.6,2023,82500,98500
245,2015,Peugeot,5008,used,Automatic,1.6,2023,137500,27800
246,2015,Nissan,Serena,used,Automatic,2,2023,82500,81800
247,2015,BMW,X5,used,Automatic,2,2023,77500,92800
248,2015,Kia,Cerato,used,Automatic,1.6,2023,117500,49800
249,2015,Volkswagen,Jetta,used,Automatic,1.4,2023,77500,27888
250,2015,Mercedes,C350 e,used,Automatic,2,2023,87500,109800
251,2015,Peugeot,3008,used,Automatic,1.6,2023,97500,63999
252,2015,Kia,Rio,used,Automatic,1.4,2023,77500,22999
253,2015,Subaru,XV,used,Automatic,2,2023,92500,28700
254,2015,Mazda,6,used,Automatic,2,2023,92500,41999
255,2015,Mazda,6,used,Automatic,2,2023,97500,62999
256,2015,Mitsubishi,ASX,used,Automatic,2,2023,97500,35999
257,2015,Mazda,6,used,Automatic,2,2023,87500,59999
258,2015,Honda,Civic,used,Automatic,1.8,2023,87500,52800
259,2015,Perodua,AXIA,used,Automatic,1,2023,87500,28800
260,2015,Toyota,Hilux,used,Automatic,2.4,2023,87500,90800
261,2015,Honda,City,used,Automatic,1.5,2023,87500,45800
262,2015,Proton,Saga,used,Automatic,1.3,2023,97500,15800
263,2015,Perodua,Alza,used,Automatic,1.5,2023,142500,27000
264,2015,Mazda,6,used,Automatic,2.5,2023,95965,49700
265,2015,Toyota,Vellfire,used,Automatic,2.5,2023,57500,218800
266,2015,Land,Rover Range Rover Evoque,used,Automatic,2,2023,67500,88000
267,2015,BMW,520i,used,Automatic,2,2023,87500,63000
268,2017,BMW,530i,used,Automatic,2,2023,102500,139900
269,2017,Subaru,XV,used,Automatic,2,2023,77500,37800
271,2012,Toyota,Vellfire,used,Automatic,2.5,2023,27500,247888
272,2012,Toyota,Vellfire,used,Automatic,2.5,2023,32500,238888
273,2012,Mercedes,C200,used,Automatic,1.5,2023,92500,142000
274,2012,Honda,Civic,used,Automatic,2,2023,102500,39800
275,2012,Honda,HR-V,used,Automatic,1.8,2023,102500,49800
276,2012,Volkswagen,Jetta,used,Automatic,1.4,2023,92500,26800
277,2012,Mazda,2,used,Automatic,1.5,2023,87500,46800
278,2012,Mazda,CX-5,used,Automatic,2,2023,97500,53800
279,2012,Perodua,Bezza,used,Automatic,1.3,2023,112500,32800
280,2012,Nissan,Sylphy,used,Automatic,1.8,2023,122500,35800
281,2012,Honda,CR-V,used,Automatic,1.5,2023,87500,98800
282,2012,Proton,X70,used,Automatic,1.8,2023,87500,63800
284,2018,Mazda,CX-3,used,Automatic,2,2023,52500,82999
285,2018,MINI,3 Door,used,Automatic,2,2023,37500,149999
286,2018,Honda,Jazz,used,Automatic,1.5,2023,32500,62999
287,2018,Honda,Civic,used,Automatic,1.8,2023,27500,92999
288,2018,Nissan,Almera,used,Automatic,1.5,2023,97500,29999
289,2015,Lexus,IS250,used,Automatic,2.5,2023,82500,139999
290,2015,Perodua,Alza,used,Automatic,1.5,2023,92500,33800
291,2015,Proton,Preve,used,Automatic,1.6,2023,132500,18800
292,2015,Honda,Accord,used,Automatic,2.4,2023,117500,57800
293,2015,Honda,City,used,Automatic,1.5,2023,72500,51800
294,2015,Proton,Saga,used,Automatic,1.3,2023,117500,14300
295,2015,BMW,X1,used,Automatic,2,2023,32500,115000
296,2015,BMW,530i,used,Automatic,2,2023,57500,190000
297,2015,Volkswagen,Tiguan,used,Automatic,1.4,2023,67500,89800
298,2015,Toyota,Alphard,used,Automatic,2.5,2023,27500,238500
299,2015,Kia,Cerato,used,Automatic,1.6,2023,142500,25800
300,2015,Mazda,6,used,Automatic,2.5,2023,127500,42800
301,2015,Volkswagen,Beetle,used,Automatic,1.2,2023,127500,45800
302,2015,Volkswagen,Beetle,used,Automatic,1.2,2023,127500,44800
303,2015,Mercedes,C200,used,Automatic,2,2023,57500,133000
304,2015,Haval,H2,used,Automatic,1.5,2023,52500,45800
305,2015,Land,Rover Range Rover Sport,used,Automatic,5,2023,42500,499999
306,2015,Mercedes,GLA200,used,Automatic,1.6,2023,82500,79800
307,2017,Lexus,RX200t,used,Automatic,2,2023,67500,219999
308,2017,Ford,MUSTANG,used,Automatic,2.3,2023,37500,278000
309,2017,Toyota,Vellfire,used,Automatic,2.5,2023,137500,155800
310,2017,Toyota,Camry,used,Automatic,2.5,2023,87500,79800
311,2017,Volkswagen,Tiguan,used,Automatic,1.4,2023,67500,85800
312,2017,Kia,Cerato,used,Automatic,2,2023,127500,28800
313,2017,Mercedes,A250,used,Automatic,2,2023,107500,83800
320,2017,Toyota,Alphard,used,Automatic,2.5,2023,12500,285000
321,2017,Perodua,Myvi,used,Manual,1.3,2023,77500,16800
322,2017,Mercedes,A250,used,Automatic,2,2023,87500,73888
323,2017,Mazda,2,used,Automatic,1.5,2023,107500,41800
324,2017,Proton,Perdana,used,Automatic,2,2023,97500,37800
326,2017,Volkswagen,Jetta,used,Automatic,1.4,2023,122500,22800
327,2017,MINI,Clubman,used,Automatic,2,2023,42500,188888
329,2017,Mercedes,C350 e,used,Automatic,2,2023,97500,99999
330,2016,Audi,Q3,used,Automatic,1.4,2023,77500,69588
331,2016,Mercedes,A45 AMG,used,Automatic,2,2023,82500,163800
333,2016,Proton,Saga,used,Automatic,1.3,2023,107500,15800
334,2016,Proton,Saga,used,Automatic,1.3,2023,72500,27800
335,2016,Honda,City,used,Automatic,1.5,2023,87500,45800
336,2016,Perodua,Myvi,used,Automatic,1.3,2023,67500,37800
337,2013,Honda,Accord,used,Automatic,2,2023,132500,44800
338,2013,Toyota,Vios,used,Automatic,1.5,2023,117500,31999
339,2014,Land,Rover Range Rover Sport,used,Automatic,3,2023,87500,199999
340,2014,Kia,Sportage,used,Automatic,2,2023,122500,37999
341,2014,Kia,Optima K5,used,Automatic,2,2023,97500,36999
342,2014,Hyundai,Tucson,used,Automatic,2,2023,92500,35999
343,2013,Volkswagen,Golf,used,Automatic,2,2023,102500,85888
344,2013,BMW,320i,used,Automatic,2,2023,82500,79800
345,2013,Honda,Civic,used,Automatic,1.8,2023,72500,89800
346,2013,Honda,Civic,used,Automatic,1.5,2023,67500,86800
347,2013,Mercedes,A200,used,Automatic,1.6,2023,97500,75800
348,2017,Proton,Perdana,used,Automatic,2.4,2023,72500,44800
349,2020,Mitsubishi,Triton,used,Automatic,2.4,2023,92500,91800
350,2020,Honda,Accord,used,Automatic,2,2023,82500,56800
351,2020,Volkswagen,Passat,used,Automatic,1.8,2023,57500,53800
352,2020,Mercedes,C200,used,Automatic,1.5,2023,57500,151800
353,2020,Honda,City,used,Automatic,1.5,2023,142500,35800
354,2020,Peugeot,208,used,Automatic,1.6,2023,97500,19800
355,2020,BMW,X1,used,Automatic,2,2023,122500,88800
357,2020,Honda,Jazz,used,Automatic,1.5,2023,87500,59800
358,2020,MINI,Countryman,used,Automatic,2,2023,87500,136800
359,2020,Audi,Q5,used,Automatic,2,2023,87500,45800
360,2015,Toyota,Harrier,used,Automatic,2,2023,82500,94800
361,2015,Mitsubishi,ASX,used,Automatic,2,2023,92500,33999
362,2015,Mercedes,E300,used,Automatic,2.1,2023,132500,65800
363,2015,Hyundai,Sonata,used,Automatic,2,2023,107500,27999
364,2020,Proton,X70,used,Automatic,1.8,2023,72500,72800
365,2016,Isuzu,D-Max,used,Manual,2.5,2023,77500,53800
367,2016,Audi,Q7,used,Automatic,3,2023,37500,438000
368,2016,Mazda,3,used,Automatic,2,2023,107500,49900
369,2016,Honda,HR-V,used,Automatic,1.8,2023,107500,54800
370,2016,Mercedes,CLA200,used,Automatic,1.6,2023,107500,101800
371,2016,Toyota,Vios,used,Automatic,1.5,2023,92500,43800
373,2016,Honda,City,used,Automatic,1.5,2023,77500,39800
374,2016,Mazda,CX-5,used,Automatic,2,2023,132500,63999
375,2014,Toyota,Harrier,used,Automatic,2,2023,82500,104999
376,2014,BMW,330e,used,Automatic,2,2023,102500,89800
377,2014,Honda,Jazz,used,Automatic,1.5,2023,107500,56800
379,2014,Honda,Jazz,used,Automatic,1.5,2023,87500,49999
380,2014,Toyota,Vios,used,Automatic,1.5,2023,92500,37999
381,2014,Nissan,X-Trail,used,Automatic,2,2023,77500,44800
382,2014,Mercedes,E250,used,Automatic,2,2023,52500,185000
383,2014,Toyota,Alphard,used,Automatic,2.4,2023,142500,109800
384,2014,Honda,Civic,used,Automatic,2,2023,97500,39800
385,2014,BMW,X5,used,Automatic,3,2023,87500,125800
386,2014,Peugeot,3008,used,Automatic,1.6,2023,72500,62800
387,2014,BMW,320i,used,Automatic,2,2023,122500,64800
388,2014,Mazda,CX-3,used,Automatic,2,2023,42500,59999
389,2014,BMW,330e,used,Automatic,2,2023,67500,79999
390,2012,Nissan,Navara,used,Automatic,2.5,2023,107500,33800
391,2012,BMW,X6,used,Automatic,3,2023,117500,178000
392,2012,BMW,530e,used,Automatic,2,2023,42500,162000
393,2012,Mitsubishi,Triton,used,Automatic,2.4,2023,72500,65800
394,2012,BMW,328i,used,Automatic,2,2023,122500,79800
395,2012,Honda,City,used,Automatic,1.5,2023,112500,58800
396,2012,Mitsubishi,Triton,used,Automatic,2.4,2023,107500,77000
397,2012,Honda,City,used,Automatic,1.5,2023,52500,59800
399,2019,Honda,City,used,Automatic,1.5,2023,97500,39800
400,2019,Mazda,CX-5,used,Automatic,2,2023,92500,47800
401,2019,Mazda,6,used,Automatic,2,2023,92500,48800
402,2019,Porsche,Macan,used,Automatic,3,2023,92500,189900
403,2019,Mercedes,C180,used,Automatic,1.6,2023,47500,105000
404,2015,Toyota,Harrier,used,Automatic,2,2023,66000,100000
405,2015,Lexus,ES250,used,Automatic,2.5,2023,82500,85800
406,2015,Nissan,Navara,used,Manual,2.5,2023,72500,45800
407,2015,Nissan,Navara,used,Manual,2.5,2023,67500,54800
408,2015,Toyota,Vellfire,used,Automatic,3.5,2023,77500,112000
409,2015,Lexus,RX350,used,Automatic,3.5,2023,132500,79900
410,2015,Mazda,CX-5,used,Automatic,2,2023,147500,39900
411,2015,Nissan,Serena,used,Automatic,2,2023,112500,90800
412,2015,Audi,A3,used,Automatic,1.4,2023,57500,55999
413,2015,Toyota,Alphard,used,Automatic,2.5,2023,67500,235000
414,2015,Mazda,6,used,Automatic,2.5,2023,102500,75800
415,2015,Mazda,6,used,Automatic,2.5,2023,62500,89999
416,2015,Toyota,Sienta,used,Automatic,1.5,2023,72500,53800
417,2013,Honda,City,used,Automatic,1.5,2023,92500,25999
418,2013,Audi,A3,used,Automatic,1.4,2023,147500,43800
420,2015,Ford,Ranger,used,Manual,2.2,2023,102500,42800
421,2015,Ford,Ranger,used,Manual,2.2,2023,87500,49800
422,2015,Peugeot,3008,used,Automatic,1.6,2023,72500,26800
423,2015,Toyota,Harrier,used,Automatic,2,2023,77500,91888
424,2015,Nissan,Navara,used,Manual,2.5,2023,87500,46800
425,2015,Honda,Accord,used,Automatic,2,2023,112500,53800
426,2015,Mercedes,E200,used,Automatic,2,2023,82500,86800
427,2015,Audi,A6,used,Automatic,2,2023,132500,41888
428,2013,BMW,320i,used,Automatic,2,2023,92500,50888
430,2013,Nissan,Serena,used,Automatic,2,2023,107500,56800
431,2013,Honda,HR-V,used,Automatic,1.8,2023,82500,46800
432,2013,Mercedes,A200,used,Automatic,1.3,2023,97500,136800
433,2013,Audi,A7,used,Automatic,3,2023,42500,329800
434,2013,Toyota,Vellfire,used,Automatic,3.5,2023,97500,86888
435,2013,Kia,Sportage,used,Automatic,2,2023,47500,68800
436,2013,Perodua,AXIA,used,Automatic,1,2023,92500,32800
437,2013,Honda,City,used,Automatic,1.5,2023,77500,62800
438,2013,Perodua,Myvi,used,Automatic,1.5,2023,72500,48800
439,2013,BMW,X1,used,Automatic,2,2023,87500,82800
441,2013,Toyota,Alphard,used,Automatic,2.5,2023,22500,248888
444,2019,Toyota,Rush,used,Automatic,1.5,2023,117500,61800
445,2019,Honda,Civic,used,Automatic,1.8,2023,112500,70800
446,2019,Mazda,CX-5,used,Automatic,2.5,2023,72500,98800
448,2019,Toyota,Hilux,used,Manual,2.5,2023,82500,55800
449,2019,Volkswagen,Tiguan,used,Automatic,1.4,2023,47500,116800
450,2019,Proton,Iriz,used,Automatic,1.6,2023,42500,33800
451,2019,Perodua,AXIA,used,Automatic,1,2023,72500,26800
452,2019,Toyota,Fortuner,used,Automatic,2.7,2023,77500,115888
453,2019,Nissan,Serena,used,Automatic,2,2023,77500,51800
454,2019,Toyota,Vellfire,used,Automatic,3.5,2023,122500,79800
455,2019,Land,Rover Range Rover Sport,used,Automatic,3,2023,32500,355800
456,2019,Isuzu,D-Max,used,Automatic,2.5,2023,112500,49800
457,2019,Volkswagen,Beetle,used,Automatic,1.2,2023,57500,59800
458,2019,Honda,Accord,used,Automatic,2,2023,82500,79800
459,2019,Nissan,Teana,used,Automatic,2,2023,92500,46800
461,2019,Mercedes,C200,used,Automatic,1.5,2023,92500,151000
462,2019,Toyota,Harrier,used,Automatic,2,2023,42500,159888
