,year_produce,brand,model,car_type,gear_type,engine_cap,mileage,old_price
0,2019,Honda,City,Used,Automatic,1.5,82499.5,54800.0
1,2016,Perodua,Bezza,Used,Automatic,1.3,104999.5,32800.0
2,2015,Honda,Jazz,Used,Automatic,1.5,134999.5,48800.0
3,2019,Proton,X70,Used,Automatic,1.8,57499.5,56800.0
4,2021,Proton,X70,Used,Automatic,1.8,67499.5,65800.0
5,2014,Honda,Jazz,Used,Automatic,1.5,124999.5,35000.0
6,2013,r2015,Audi,Used,Automatic,2.0,124999.5,57800.0
7,2024,Ford,Ranger,New,Automatic,2.0,2499.5,242188.0
8,2018,Bmw,740Le,Used,Automatic,2.0,92499.5,147800.0
9,2023,Toyota,Landcruiser,Recon,Automatic,3.4,7499.5,518000.0
10,2020,Bmw,740Le,Used,Automatic,3.0,97499.5,219800.0
11,2020,Bmw,740Le,Used,Automatic,3.0,97499.5,219800.0
12,2023,Honda,Civic,Recon,Automatic,2.0,2499.5,325000.0
13,2025,Proton,Saga,New,Automatic,1.3,2499.5,32000.0
14,2019,AUDI,A5,Used,Automatic,2.0,32499.5,166000.0
15,2020,Nissan,X-Trail,Used,Automatic,2.0,52499.5,76500.0
16,2018,Perodua,Myvi,Used,Automatic,1.5,72499.5,40800.0
17,2016,Lexus,Nx200,Used,Automatic,2.0,82499.5,135000.0
18,2013,Honda,Civic,Used,Automatic,1.8,97499.5,32800.0
19,2018,Honda,Hr-V,Used,Automatic,1.8,97499.5,57800.0
20,2015,Nissan,Grand,Used,Automatic,1.6,114999.5,31800.0
21,2021,Toyota,Yaris,Used,Automatic,1.5,52499.5,51900.0
22,2012,Toyota,Vellfire,Recon,Automatic,2.4,124999.5,90000.0
23,2015,Mercedes,Benz,Used,Automatic,1.6,82499.5,68800.0
24,2020,Porsche,911,Recon,Automatic,3.0,22499.5,768000.0
25,2022,Toyota,Harrier,Recon,Automatic,2.0,47499.5,192000.0
26,2017,Honda,Jazz,Used,Automatic,1.5,62499.5,48999.0
27,2017,Toyota,Vios,Used,Automatic,1.5,62499.5,45999.0
28,2020,Proton,X70,Used,Automatic,1.8,52499.5,53999.0
29,2016,Kia,Optima,Used,Automatic,2.0,67499.5,43999.0
30,2016,Toyota,Hilux,Used,Automatic,2.5,72499.5,59999.0
31,2017,Mercedes,Benz,Used,Automatic,3.0,62499.5,227800.0
32,2012,Toyota,Estima,Used,Automatic,2.4,154999.5,68800.0
33,2015,Honda,City,Used,Automatic,1.5,134999.5,0.0
34,2018,Proton,Exora,Used,Automatic,1.6,77499.5,0.0
35,2011,Perodua,Myvi,Used,Automatic,1.3,124999.5,0.0
36,2020,Mercedes,Benz,Recon,Automatic,2.0,12499.5,0.0
37,2015,/20,Mercedes,Used,Automatic,2.0,104999.5,125800.0
38,2023,Toyota,Vellfire,Recon,Automatic,2.4,2499.5,447000.0
39,2021,Toyota,Harrier,Recon,Automatic,2.0,7499.5,180000.0
40,2021,Land,Rover,Recon,Automatic,5.0,7499.5,1000000.0
41,2014,Audi,Q3,Used,Automatic,2.0,114999.5,37788.0
42,2011,Toyota,Altis,Used,Automatic,2.0,124999.5,29488.0
43,2009,Toyota,Avanza,Used,Automatic,1.5,154999.5,15999.0
44,2010,Honda,Cr-V,Used,Automatic,2.0,104999.5,29800.0
45,2013,Nissan,Grand,Used,Automatic,1.8,104999.5,25900.0
46,2014,Mazda,3,Used,Automatic,1.6,104999.5,23900.0
47,2012,Honda,City,Used,Automatic,1.5,104999.5,29800.0
48,2019,Perodua,Bezza,Used,Automatic,1.3,57499.5,35800.0
49,2016,Toyota,Hilux,Used,Automatic,2.8,62499.5,82800.0
50,2018,Honda,Civic,Used,Automatic,1.8,154999.5,73800.0
51,2016,Mercedes,Glc250,Used,Automatic,2.0,97499.5,113800.0
52,2018,Ford,Ranger,Used,Automatic,2.0,77499.5,76800.0
53,2009,Perodua,Myvi,Used,Automatic,1.3,124999.5,12800.0
54,2021,/2024,Toyota,Recon,Automatic,2.5,22499.5,209500.0
55,2019,Ford,Ranger,Used,Automatic,2.0,62499.5,82800.0
56,2022,Mitsubishi,Xpander,Used,Automatic,1.5,27499.5,70888.0
57,2020,Honda,Civic,Used,Automatic,1.8,47499.5,74888.0
58,2015,Perodua,Axia,Used,Automatic,1.0,92499.5,23800.0
59,2015,Proton,Saga,Used,Automatic,1.3,92499.5,9900.0
60,2016,Perodua,Myvi,Used,Automatic,1.5,124999.5,29800.0
61,2020,Proton,Persona,Used,Automatic,1.6,82499.5,30800.0
62,2019,Mazda,Cx-5,Used,Automatic,2.0,124999.5,85800.0
63,2016,Toyota,Hilux,Used,Automatic,2.8,87499.5,82800.0
64,2018,Perodua,Bezza,Used,Automatic,1.3,72499.5,32800.0
65,2019,Ford,Ranger,Used,Automatic,2.0,104999.5,84000.0
66,2018,Volkswagen,Tiguan,Recon,Automatic,1.4,114999.5,59800.0
67,2019,Toyota,C-Hr,Used,Automatic,1.8,82499.5,96800.0
68,2020,Porsche,Macan,Recon,Automatic,3.0,57499.5,335000.0
69,2021,Lexus,Rx450H,Recon,Automatic,3.5,22499.5,385000.0
70,2020,Porsche,Macan,Recon,Automatic,3.0,57499.5,335000.0
71,2017,Mercedes,Benz,Used,Automatic,2.0,82499.5,105800.0
72,2016,Nissan,Almera,Used,Automatic,1.5,87499.5,27800.0
73,2015,Toyota,Camry,Used,Automatic,2.5,134999.5,0.0
74,2015,Perodua,Myvi,Used,Automatic,1.3,2499.5,0.0
75,2020,Mercedes,Benz,Recon,Automatic,2.0,22499.5,0.0
76,2021,Toyota,Alphard,Recon,Automatic,2.5,17499.5,0.0
77,2016,Proton,Saga,Used,Automatic,1.3,72499.5,0.0
78,2020,Toyota,Alphard,Recon,Automatic,3.5,12499.5,0.0
79,2018,Honda,Civic,Used,Automatic,1.5,82499.5,91800.0
80,2021,Mercedes,Benz,Used,Automatic,2.0,67499.5,219800.0
81,2014,Perodua,Alza,Used,Automatic,1.5,134999.5,29800.0
82,2020,/2024,Reg,Used,Automatic,3.0,52499.5,426800.0
83,2013,Nissan,Gt-R,Used,Automatic,3.8,62499.5,389800.0
84,2008,/2012,Audi,Used,Automatic,4.2,72499.5,59800.0
85,2013,Honda,Cr-V,Used,Automatic,2.0,174999.5,29800.0
86,2018,Honda,Civic,Used,Automatic,1.8,77499.5,66800.0
87,2012,Bmw,328I,Used,Automatic,2.0,124999.5,44988.0
88,2019,Toyota,Yaris,Used,Automatic,1.5,92499.5,52788.0
89,2013,Mazda,3,Used,Automatic,2.0,104999.5,28788.0
90,2017,Honda,Civic,Used,Automatic,1.5,114999.5,79288.0
91,2016,Toyota,Vellfire,Used,Automatic,2.5,134999.5,163888.0
92,2014,LANDCRUISER,4.6,Used,Automatic,4.6,77499.5,208800.0
93,2022,Suzuki,Swift,Recon,Automatic,1.4,17499.5,120000.0
94,2021,Toyota,Harrier,Recon,Automatic,2.0,32499.5,184000.0
95,2023,Toyota,Vellfire,Recon,Automatic,2.4,2499.5,440000.0
96,2018,Honda,City,Used,Automatic,1.5,57499.5,43999.0
97,2016,Mazda,2,Used,Automatic,1.5,62499.5,36999.0
98,2020,[2020],Pearl,Recon,Automatic,2.5,27499.5,227000.0
99,2018,Volkswagen,Polo,Used,Automatic,1.6,72499.5,30999.0
100,2020,Honda,Civic,Used,Automatic,1.5,57499.5,86999.0
101,2023,[2023],6Atoyota,Recon,Automatic,2.4,2499.5,458000.0
102,2023,[2023],Modellista,Recon,Automatic,2.4,7499.5,373000.0
103,2021,Nissan,Almera,Used,Automatic,1.0,97499.5,60800.0
104,2019,Ford,Ranger,Used,Automatic,2.0,104999.5,84000.0
105,2010,Toyota,Vios,Used,Automatic,1.5,114999.5,26800.0
106,2023,[2023],New,Recon,Automatic,2.5,2499.5,369000.0
107,2021,Perodua,Myvi,Used,Automatic,1.3,77499.5,39800.0
108,2023,[2023],New,Recon,Automatic,2.5,2499.5,378000.0
109,2017,Toyota,Vellfire,Used,Automatic,2.5,72499.5,162000.0
110,2014,Toyota,Estima,Used,Automatic,2.4,124999.5,63900.0
111,2019,Bmw,330I,Used,Automatic,2.0,27499.5,180000.0
112,2011,Proton,Persona,Used,Automatic,1.6,124999.5,10900.0
113,2020,[2020],Black/Black,Recon,Automatic,2.0,17499.5,259000.0
114,2023,BLACK,Lexus,Recon,Automatic,2.4,2499.5,383000.0
115,2022,Toyota,Vios,Used,Automatic,1.5,42499.5,67800.0
116,2021,Perodua,Axia,Used,Automatic,1.0,47499.5,28800.0
117,2013,Proton,Saga,Used,Automatic,1.3,52499.5,11800.0
118,2017,Toyota,Vios,Used,Automatic,1.5,82499.5,54800.0
119,2021,[2021],Toyota,Recon,Automatic,2.0,12499.5,183000.0
120,2024,New,Proton,New,Automatic,1.3,2499.5,36800.0
121,2020,Audi,Rs,Recon,Automatic,4.0,32499.5,799000.0
122,2020,-Nissan,Navara,Used,Automatic,2.5,62499.5,59990.0
123,2019,[2019],Jeep,Recon,Automatic,3.6,17499.5,265000.0
124,2013,Toyota,Vios,Used,Automatic,1.5,97499.5,37800.0
125,2020,Proton,X70,Used,Automatic,1.8,52499.5,68800.0
126,2016,Nissan,Almera,Used,Automatic,1.5,82499.5,23800.0
127,2019,Proton,X70,Used,Automatic,1.8,32499.5,58800.0
128,2018,[2018],Land,Recon,Automatic,5.0,22499.5,519000.0
129,2023,[2023],Jet,Recon,Automatic,1.0,7499.5,423000.0
130,2025,Proton,Saga,New,Automatic,1.3,2499.5,33000.0
131,2020,[2020],Porsche,Recon,Automatic,3.0,12499.5,688000.0
132,2025,Toyota,Corolla,New,Automatic,1.8,2499.5,138800.0
133,2022,[2022]Mercedes,Benz,Recon,Automatic,4.0,22499.5,1133000.0
134,2021,Mercedes,Benz,Used,Automatic,2.0,27499.5,172800.0
135,2019,Mercedes,Benz,Used,Automatic,2.0,47499.5,218800.0
136,2021,Mercedes,Benz,Used,Automatic,2.0,27499.5,184800.0
137,2022,Mercedes,Benz,Used,Automatic,2.0,37499.5,249800.0
138,2021,BLUE,5Ba,Recon,Automatic,4.0,22499.5,975000.0
139,2019,Mercedes,Benz,Used,Automatic,2.0,72499.5,253800.0
140,2018,Perodua,Myvi,Used,Automatic,1.5,62499.5,0.0
141,2018,Mercedes,Benz,Used,Automatic,1.3,47499.5,0.0
142,2019,Mercedes,Benz,Recon,Automatic,2.0,32499.5,0.0
143,2021,Mercedes,Benz,Recon,Automatic,2.0,17499.5,0.0
144,2018,Honda,City,Used,Automatic,1.5,87499.5,52800.0
145,2017,Bmw,X5,Used,Automatic,2.0,82499.5,85800.0
146,2022,/2024,Mercedes,Used,Automatic,1.3,7499.5,209800.0
147,2016,Perodua,Myvi,Used,Automatic,1.5,114999.5,27800.0
148,2016,Mercedes,Benz,Used,Automatic,2.0,97499.5,87800.0
149,2014,Mercedes,Benz,Used,Automatic,2.0,114999.5,75800.0
150,2018,Toyota,Corolla,Used,Automatic,1.8,114999.5,61800.0
151,2019,Proton,Saga,Used,Automatic,1.3,77499.5,24800.0
152,2020,[2020],5A,Recon,Automatic,4.0,7499.5,913000.0
153,2020,[2020],Olive,Recon,Automatic,4.0,22499.5,909000.0
154,2020,[2020],White,Recon,Automatic,4.0,32499.5,895000.0
155,2021,Mazda,Cx-5,Used,Automatic,2.0,52499.5,111000.0
156,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,219000.0
157,2021,Toyota,Alphard,Recon,Automatic,2.5,32499.5,225000.0
158,2020,[,Sale,Recon,Automatic,2.9,2499.5,225000.0
159,2014,Perodua,Alza,Used,Automatic,1.5,82499.5,29800.0
160,2018,Honda,Jazz,Used,Automatic,1.5,67499.5,46999.0
161,2016,Honda,Hr-V,Used,Automatic,1.8,67499.5,46999.0
162,2017,Nissan,X-Trail,Used,Automatic,2.0,62499.5,39999.0
163,2017,BMW,320I,Used,Automatic,2.0,72499.5,75999.0
164,2021,Proton,Persona,Used,Automatic,1.6,104999.5,37800.0
165,2014,Honda,Jazz,Used,Automatic,1.5,104999.5,43800.0
166,2015,Honda,Accord,Used,Automatic,2.0,82499.5,47800.0
167,2015,Toyota,Vellfire,Used,Automatic,2.5,77499.5,159800.0
168,2017,Volvo,Xc90,Used,Automatic,2.0,104999.5,99900.0
169,2021,Toyota,Hilux,Used,Automatic,2.4,32499.5,99888.0
170,2022,Proton,X50,Used,Automatic,1.5,32499.5,76800.0
171,2016,Toyota,Vios,Used,Automatic,1.5,87499.5,34888.0
172,2010,Honda,Freed,Used,Automatic,1.5,114999.5,30888.0
173,2019,Honda,City,Used,Automatic,1.5,57499.5,51888.0
174,2021,Toyota,Vios,Used,Automatic,1.5,27499.5,63888.0
175,2015,Honda,City,Used,Automatic,1.5,92499.5,32888.0
176,2017,Honda,City,Used,Automatic,1.5,77499.5,48888.0
177,2013,Honda,City,Used,Automatic,1.5,92499.5,23888.0
178,2010,Perodua,Alza,Used,Automatic,1.5,104999.5,23800.0
179,2022,Honda,City,Used,Automatic,1.5,47499.5,75800.0
180,2020,Honda,Civic,Used,Automatic,1.8,12499.5,84800.0
181,2014,Toyota,Vios,Used,Automatic,1.5,134999.5,41800.0
182,2016,Perodua,Alza,Used,Automatic,1.5,124999.5,37800.0
183,2022,Perodua,Myvi,Used,Automatic,1.5,27499.5,48800.0
184,2007,Mercedes,Benz,Used,Automatic,1.8,184999.5,18600.0
185,2014,Proton,Saga,Used,Automatic,1.3,124999.5,10900.0
186,2017,Nissan,X-Trail,Used,Automatic,2.0,114999.5,52900.0
187,2025,Perodua,Myvi,New,Automatic,1.5,2499.5,59610.0
188,2025,Perodua,Axia,New,Automatic,1.0,2499.5,49280.0
189,2025,Perodua,Ativa,New,Automatic,1.0,2499.5,73180.0
190,2025,Perodua,Ativa,New,Automatic,1.0,2499.5,73180.0
191,2019,Ford,Ranger,Used,Automatic,2.0,72499.5,77800.0
192,2016,Honda,Civic,Used,Automatic,1.5,134999.5,77800.0
193,2022,Proton,X50,Used,Automatic,1.5,32499.5,83800.0
194,2021,Proton,Persona,Used,Automatic,1.6,52499.5,37800.0
195,2006,Toyota,Landcruiser,Used,Automatic,4.2,104999.5,120000.0
196,2020,Porsche,718,Recon,Automatic,2.0,32499.5,365000.0
197,2018,Mercedes-Benz,Amg,Used,Automatic,4.0,57499.5,565000.0
198,2019,Toyota,Avanza,Used,Automatic,1.5,77499.5,0.0
199,2020,Toyota,Harrier,Recon,Automatic,2.0,17499.5,0.0
200,2008,Toyota,Camry,Used,Automatic,2.0,144999.5,0.0
201,2022,Honda,Civic,Recon,Automatic,2.0,2499.5,0.0
202,2020,Toyota,Alphard,Recon,Automatic,2.5,27499.5,234000.0
203,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,189000.0
204,2021,Toyota,Hilux,Used,Automatic,2.4,67499.5,90000.0
205,2019,Toyota,Innova,Used,Automatic,2.0,37499.5,92000.0
206,2020,Mazda,Cx-5,Used,Automatic,2.5,57499.5,113000.0
207,2023,Mazda,Cx-5,Used,Automatic,2.0,42499.5,130000.0
208,2019,Proton,Exora,Used,Automatic,1.6,52499.5,38800.0
209,2022,Porsche,Taycan,Recon,Automatic,10.0,17499.5,373000.0
210,2009,Toyota,Camry,Used,Automatic,2.0,104999.5,26900.0
211,2014,Toyota,Vios,Used,Automatic,1.5,92499.5,39800.0
212,2015,Perodua,Axia,Used,Automatic,1.0,82499.5,23800.0
213,2013,Perodua,Alza,Used,Automatic,1.5,124999.5,23800.0
214,2010,Toyota,Vios,Used,Automatic,1.5,124999.5,28800.0
215,2021,TOYOTA,Harrier,Recon,Automatic,2.0,37499.5,157000.0
216,2019,Honda,Civic,Used,Automatic,1.8,67499.5,68999.0
217,2019,Honda,City,Used,Automatic,1.5,62499.5,49999.0
218,2020,Toyota,Vellfire,Used,Automatic,2.5,67499.5,143999.0
219,2020,(2021)Volkswagen,Golf,Used,Automatic,1.4,42499.5,109999.0
220,2019,Nissan,Grand,Used,Automatic,1.6,72499.5,49999.0
221,2020,Honda,City,Used,Automatic,1.5,72499.5,63800.0
222,2016,Nissan,Almera,Used,Automatic,1.5,92499.5,29800.0
223,2015,Honda,City,Used,Automatic,1.5,87499.5,38800.0
224,2019,Proton,Saga,Used,Automatic,1.3,67499.5,33000.0
225,2020,Honda,Civic,Used,Automatic,1.8,104999.5,83800.0
226,2019,Toyota,Vios,Used,Automatic,1.5,82499.5,54800.0
227,2015,Honda,City,Used,Automatic,1.5,62499.5,33888.0
228,2015,Perodua,Myvi,Used,Automatic,1.5,124999.5,24888.0
229,2023,Toyota,Vios,Used,Automatic,1.5,17499.5,67888.0
230,2013,Toyota,Corolla,Used,Automatic,1.8,97499.5,30888.0
231,2020,Lamborghini,4.0,Recon,Automatic,4.0,22499.5,1330000.0
232,2024,Proton,Saga,Used,Automatic,1.3,7499.5,37800.0
233,2019,Honda,Civic,Used,Automatic,1.8,77499.5,76800.0
234,2014,Perodua,Alza,Used,Automatic,1.5,104999.5,30800.0
235,2020,Mini,Countryman,Recon,Automatic,2.0,37499.5,233000.0
236,2013,Perodua,Myvi,Used,Automatic,1.3,114999.5,18888.0
237,2025,Proton,Persona,New,Automatic,1.6,2499.5,46000.0
238,2024,Proton,X50,New,Automatic,1.5,2499.5,80000.0
239,2024,Proton,X70,New,Automatic,1.5,2499.5,90000.0
240,2025,Perodua,Aruz,New,Automatic,1.5,2499.5,77580.0
241,2025,Perodua,Aruz,New,Automatic,1.5,2499.5,77580.0
242,2025,Perodua,Axia,New,Automatic,1.0,2499.5,38380.0
243,2025,Perodua,Myvi,New,Automatic,1.5,2499.5,59610.0
244,2011,Proton,Saga,Used,Automatic,1.3,144999.5,5500.0
245,2015,Toyota,Vellfire,Used,Automatic,2.5,77499.5,159800.0
246,2015,Mazda,3,Used,Automatic,2.0,77499.5,57800.0
247,2010,Nissan,Grand,Used,Automatic,1.6,114999.5,18800.0
248,2019,Proton,X70,Used,Automatic,1.8,72499.5,56000.0
249,2020,Lexus,Rx300,Recon,Automatic,2.0,37499.5,265700.0
250,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,350000.0
251,2017,RARE,D4S,Used,Automatic,2.0,92499.5,84999.0
252,2012,BLACKINTERiOR,Rare,Used,Automatic,2.4,134999.5,39999.0
253,2017,Perodua,Alza,Used,Automatic,1.5,72499.5,35999.0
254,2016,Mazda,Cx-5,Used,Automatic,2.0,62499.5,43999.0
255,2022,Honda,Accord,Used,Automatic,1.5,37499.5,109999.0
256,2017,BMW,320I,Used,Automatic,2.0,62499.5,75999.0
257,2014,Honda,Civic,Used,Automatic,1.5,82499.5,29999.0
258,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,365000.0
259,2020,PERSONA,Premium,Used,Automatic,1.6,42499.5,33300.0
260,2021,Toyota,Alphard,Recon,Automatic,2.5,47499.5,225000.0
261,2014,Mazda,Cx-5,Used,Automatic,2.0,92499.5,0.0
262,2019,Toyota,Vellfire,Recon,Automatic,3.5,62499.5,0.0
263,2021,Proton,X50,Used,Automatic,1.5,62499.5,0.0
264,2016,Honda,Hr-V,Used,Automatic,1.8,82499.5,0.0
265,2014,Honda,City,Used,Automatic,1.5,2499.5,0.0
266,2016,Nissan,Almera,Used,Automatic,1.5,82499.5,20800.0
267,2011,Toyota,Vellfire,Used,Automatic,3.5,97499.5,60800.0
268,2020,Proton,X70,Used,Automatic,1.8,62499.5,63800.0
269,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,365000.0
270,2019,Mazda,3,Used,Automatic,2.0,92499.5,98800.0
271,2012,Perodua,Alza,Used,Automatic,1.5,104999.5,23900.0
272,2010,Honda,Civic,Used,Automatic,1.8,104999.5,29800.0
273,2012,Honda,City,Used,Automatic,1.5,104999.5,29800.0
274,2014,Proton,Saga,Used,Automatic,1.3,104999.5,14900.0
275,1996,Proton,Wira,Used,Automatic,1.6,154999.5,3800.0
276,2019,Proton,X70,Used,Automatic,1.8,57499.5,53999.0
277,2019,Proton,X70,Used,Automatic,1.8,57499.5,53999.0
278,2016,Perodua,Bezza,Used,Automatic,1.3,92499.5,28800.0
279,2015,Mercedes,Benz,Used,Automatic,2.0,104999.5,88800.0
280,2019,Proton,Persona,Used,Automatic,1.6,62499.5,29800.0
281,2001,Proton,Perdana,Used,Automatic,2.0,77499.5,6500.0
282,2015,Toyota,Innova,Used,Automatic,2.0,114999.5,43800.0
283,2023,Proton,Saga,Used,Automatic,1.3,12499.5,35000.0
284,2008,Proton,Saga,Used,Automatic,1.3,124999.5,7800.0
285,2007,Proton,Satria,Used,Automatic,1.6,164999.5,9000.0
286,2016,Honda,Civic,Used,Automatic,1.5,97499.5,75800.0
287,2016,Honda,City,Used,Automatic,1.5,114999.5,44800.0
288,2016,Toyota,Alphard,Used,Automatic,2.5,52499.5,165800.0
289,2013,Toyota,Vios,Used,Automatic,1.5,144999.5,33800.0
290,2021,Bmw,420I,Recon,Automatic,2.0,32499.5,242000.0
291,2021,Proton,X70,Used,Automatic,1.8,32499.5,61888.0
292,2018,Mitsubishi,Outlander,Used,Automatic,2.4,37499.5,70888.0
293,2019,Honda,City,Used,Automatic,1.5,57499.5,45888.0
294,2020,Volkswagen,Tiguan,Used,Automatic,1.4,52499.5,71888.0
295,2017,Honda,City,Used,Automatic,1.5,42499.5,47888.0
296,2019,Mini,Clubman,Recon,Automatic,1.5,57499.5,133000.0
297,2019,Honda,Stepwagon,Recon,Automatic,1.5,47499.5,139000.0
298,2022,Toyota,Alphard,Recon,Automatic,2.5,17499.5,258000.0
299,2023,Toyota,Alphard,Recon,Automatic,2.5,12499.5,368000.0
300,2021,Toyota,Alphard,Used,Automatic,2.5,17499.5,243000.0
301,2019,Mini,Clubman,Recon,Automatic,2.0,32499.5,188000.0
302,2021,Mini,Cooper,Recon,Automatic,2.0,27499.5,178000.0
303,2021,Mini,Cooper,Recon,Automatic,2.0,12499.5,178000.0
304,2022,Unreg,Suzuki,Recon,Automatic,1.4,17499.5,118700.0
305,2021,Ford,Ranger,Used,Automatic,2.0,52499.5,75900.0
306,2023,Unreg,Toyota,Recon,Automatic,2.5,12499.5,368000.0
307,2023,Toyota,Vios,Used,Automatic,1.5,2499.5,68000.0
308,2023,Honda,Civic,Recon,Automatic,2.0,2499.5,283000.0
309,2020,Mercedes,Benz,Recon,Automatic,1.5,12499.5,244800.0
310,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,376000.0
311,2021,Honda,Odyssey,Recon,Automatic,2.4,62499.5,169800.0
312,2020,Toyota,Alphard,Recon,Automatic,2.5,27499.5,194700.0
313,2019,Mercedes,Benz,Recon,Automatic,2.0,42499.5,218000.0
314,2019,Mercedes,Benz,Recon,Automatic,2.0,32499.5,175000.0
315,2020,Mazda,Cx-5,Used,Automatic,2.0,52499.5,79999.0
316,2019,Mazda,Cx-5,Used,Automatic,2.0,57499.5,75999.0
317,2019,Peugeot,3008,Used,Automatic,1.6,42499.5,43999.0
318,2021,Mercedes-BENZ,C200,Used,Automatic,2.0,42499.5,149999.0
319,2014,Ford,Fiesta,Used,Automatic,1.5,77499.5,15999.0
320,2018,Kia,Cerato,Used,Automatic,1.6,52499.5,39999.0
321,2017,Perodua,Axia,Used,Automatic,1.0,104999.5,21800.0
322,2014,Proton,Saga,Used,Automatic,1.3,124999.5,9900.0
323,2013,Perodua,Alza1.5,Used,Automatic,1.5,124999.5,23800.0
324,2016,PiLOTSEAT,Zg,Used,Automatic,2.5,62499.5,162999.0
325,2011,PROMOSALES,True,Used,Automatic,1.5,124999.5,24999.0
326,2016,IMPUL,Lowmil,Used,Automatic,1.6,97499.5,33999.0
327,2008,R56,Turbo,Used,Automatic,1.6,124999.5,40999.0
328,2014,CUTE,Beetle,Used,Automatic,1.2,77499.5,47999.0
329,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,219000.0
330,2022,Honda,Civic,Recon,Automatic,2.0,2499.5,283000.0
331,2022,Honda,Civic,Recon,Automatic,1.5,7499.5,0.0
332,2022,Honda,Civic,Used,Automatic,1.8,52499.5,0.0
333,2020,Honda,Jazz,Used,Automatic,1.5,27499.5,0.0
334,2016,Perodua,Myvi,Used,Automatic,1.5,72499.5,0.0
335,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,0.0
336,2017,Nissan,Almera,Used,Automatic,1.5,62499.5,0.0
337,2017,Proton,Persona,Used,Automatic,1.6,87499.5,17999.0
338,2022,Toyota,Alphard,Recon,Automatic,3.5,12499.5,303000.0
339,2021,Porsche,Taycan,Recon,Automatic,10.0,22499.5,343000.0
340,2018,Hyundai,Grand,Used,Automatic,2.5,87499.5,105999.0
341,2018,3yr,Warranty,Used,Automatic,1.6,67499.5,23999.0
342,2011,Toyota,Hilux,Used,Automatic,2.5,124999.5,45800.0
343,2018,Honda,City,Used,Automatic,1.5,32499.5,53800.0
344,2018,"32,400KM",Perodua,Used,Automatic,1.0,32499.5,25800.0
345,2017,Mazda,2,Used,Automatic,1.5,62499.5,40800.0
346,2019,Full,Service,Used,Automatic,1.5,97499.5,55800.0
347,2016,Nissan,X-Trail,Used,Automatic,2.0,77499.5,40800.0
348,2020,Nissan,X-Trail,Used,Automatic,2.0,57499.5,69800.0
349,2019,Porsche,Macan,Recon,Automatic,2.0,47499.5,278000.0
350,2021,LOADED,Spec,Recon,Automatic,3.0,32499.5,416000.0
351,2020,JPN,Spec,Recon,Automatic,3.0,32499.5,340000.0
352,2021,FULL,Car,Recon,Automatic,3.0,47499.5,416000.0
353,2021,Proton,X70,Used,Automatic,1.8,57499.5,68800.0
354,2022,Toyota,Hilux,Used,Automatic,2.8,77499.5,116800.0
355,2018,Nissan,Almera,Used,Automatic,1.5,97499.5,32800.0
356,2018,Honda,Cr-V,Used,Automatic,1.5,97499.5,82800.0
357,2022,Porsche,Taycan,Recon,Automatic,10.0,17499.5,373000.0
358,2011,Toyota,Vellfire,Used,Automatic,2.4,92499.5,69800.0
359,2012,Mercedes,Benz,Used,Automatic,1.8,124999.5,34800.0
360,2011,Toyota,Estima,Used,Automatic,2.4,124999.5,59800.0
361,2019,Proton,X70,Used,Automatic,1.8,62499.5,53800.0
362,2014,14,Honda,Used,Automatic,1.8,72499.5,30800.0
363,2015,Toyota,Vios,Used,Automatic,1.5,82499.5,38800.0
364,2020,Mazda,Cx-5,Used,Automatic,2.0,42499.5,96800.0
365,2011,Perodua,Viva,Used,Automatic,1.0,104999.5,8999.0
366,2010,M,Benz,Used,Automatic,1.8,97499.5,39800.0
367,2018,Honda,Cr-V,Used,Automatic,2.0,77499.5,81800.0
368,2015,H,City,Used,Automatic,1.5,77499.5,38800.0
369,2013,Volkswagen,Polo,Used,Automatic,1.2,134999.5,18800.0
370,2017,KIA,Sportage,Used,Automatic,2.0,92499.5,50800.0
371,2013,Proton,Saga,Used,Automatic,1.3,87499.5,10900.0
372,2019,Perodua,Axia,Used,Automatic,1.0,62499.5,28800.0
373,2020,Renault,Koleos,Used,Automatic,2.5,22499.5,89800.0
374,2019,Renault,Captur,Used,Automatic,1.2,37499.5,40000.0
375,2019,Renault,Captur,Used,Automatic,1.2,37499.5,40000.0
376,2019,Renault,Captur,Used,Automatic,1.2,42499.5,40000.0
377,2018,Bmw,320I,Used,Automatic,2.0,47499.5,115800.0
378,2014,Toyota,Alphard,Used,Automatic,3.5,62499.5,83777.0
379,2016,Bmw,X1,Used,Automatic,2.0,77499.5,57777.0
380,2019,Bmw,330I,Used,Automatic,2.0,42499.5,163777.0
381,2015,'15/21,Mini,Used,Automatic,2.0,62499.5,89777.0
382,2022,Honda,Hr-V,Used,Automatic,1.5,12499.5,104999.0
383,2016,Toyota,Innova,Used,Automatic,2.0,77499.5,67999.0
384,2015,Toyota,Hilux,Used,Automatic,2.5,97499.5,64999.0
