,year_produce,brand,model,car_type,gear_type,engine_cap,mileage,year_extracted,old_price
200,2008,Toyota,Camry,Used,Automatic,2,144999.5,2025,0
201,2022,Honda,Civic,Recon,Automatic,2,2499.5,2025,0
202,2020,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,234000
203,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,189000
204,2021,Toyota,Hilux,Used,Automatic,2.4,67499.5,2025,90000
205,2019,Toyota,Innova,Used,Automatic,2,37499.5,2025,92000
206,2020,Mazda,Cx-5,Used,Automatic,2.5,57499.5,2025,113000
207,2023,Mazda,Cx-5,Used,Automatic,2,42499.5,2025,130000
208,2019,Proton,Exora,Used,Automatic,1.6,52499.5,2025,38800
209,2022,Porsche,Taycan,Recon,Automatic,10,17499.5,2025,373000
210,2009,Toyota,Camry,Used,Automatic,2,104999.5,2025,26900
211,2014,Toyota,Vios,Used,Automatic,1.5,92499.5,2025,39800
212,2015,Perodua,Axia,Used,Automatic,1,82499.5,2025,23800
213,2013,Perodua,Alza,Used,Automatic,1.5,124999.5,2025,23800
214,2010,Toyota,Vios,Used,Automatic,1.5,124999.5,2025,28800
215,2021,TOYOTA,Harrier,Recon,Automatic,2,37499.5,2025,157000
216,2019,Honda,Civic,Used,Automatic,1.8,67499.5,2025,68999
217,2019,Honda,City,Used,Automatic,1.5,62499.5,2025,49999
218,2020,Toyota,Vellfire,Used,Automatic,2.5,67499.5,2025,143999
219,2020,Volkswagen,Golf,Used,Automatic,1.4,42499.5,2025,109999
220,2019,Nissan,Grand,Used,Automatic,1.6,72499.5,2025,49999
221,2020,Honda,City,Used,Automatic,1.5,72499.5,2025,63800
222,2016,Nissan,Almera,Used,Automatic,1.5,92499.5,2025,29800
223,2015,Honda,City,Used,Automatic,1.5,87499.5,2025,38800
224,2019,Proton,Saga,Used,Automatic,1.3,67499.5,2025,33000
225,2020,Honda,Civic,Used,Automatic,1.8,104999.5,2025,83800
226,2019,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,54800
227,2015,Honda,City,Used,Automatic,1.5,62499.5,2025,33888
228,2015,Perodua,Myvi,Used,Automatic,1.5,124999.5,2025,24888
229,2023,Toyota,Vios,Used,Automatic,1.5,17499.5,2025,67888
230,2013,Toyota,Corolla,Used,Automatic,1.8,97499.5,2025,30888
231,2020,Lamborghini,4,Recon,Automatic,4,22499.5,2025,1330000
232,2024,Proton,Saga,Used,Automatic,1.3,7499.5,2025,37800
233,2019,Honda,Civic,Used,Automatic,1.8,77499.5,2025,76800
234,2014,Perodua,Alza,Used,Automatic,1.5,104999.5,2025,30800
235,2020,Mini,Countryman,Recon,Automatic,2,37499.5,2025,233000
236,2013,Perodua,Myvi,Used,Automatic,1.3,114999.5,2025,18888
237,2025,Proton,Persona,New,Automatic,1.6,2499.5,2025,46000
238,2024,Proton,X50,New,Automatic,1.5,2499.5,2025,80000
239,2024,Proton,X70,New,Automatic,1.5,2499.5,2025,90000
240,2025,Perodua,Aruz,New,Automatic,1.5,2499.5,2025,77580
241,2025,Perodua,Aruz,New,Automatic,1.5,2499.5,2025,77580
242,2025,Perodua,Axia,New,Automatic,1,2499.5,2025,38380
243,2025,Perodua,Myvi,New,Automatic,1.5,2499.5,2025,59610
244,2011,Proton,Saga,Used,Automatic,1.3,144999.5,2025,5500
245,2015,Toyota,Vellfire,Used,Automatic,2.5,77499.5,2025,159800
246,2015,Mazda,3,Used,Automatic,2,77499.5,2025,57800
247,2010,Nissan,Grand,Used,Automatic,1.6,114999.5,2025,18800
248,2019,Proton,X70,Used,Automatic,1.8,72499.5,2025,56000
249,2020,Lexus,Rx300,Recon,Automatic,2,37499.5,2025,265700
250,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,350000
253,2017,Perodua,Alza,Used,Automatic,1.5,72499.5,2025,35999
254,2016,Mazda,Cx-5,Used,Automatic,2,62499.5,2025,43999
255,2022,Honda,Accord,Used,Automatic,1.5,37499.5,2025,109999
256,2017,BMW,320I,Used,Automatic,2,62499.5,2025,75999
257,2014,Honda,Civic,Used,Automatic,1.5,82499.5,2025,29999
258,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,365000
259,2020,Proton,Persona,Used,Automatic,1.6,42499.5,2025,33300
260,2021,Toyota,Alphard,Recon,Automatic,2.5,47499.5,2025,225000
261,2014,Mazda,Cx-5,Used,Automatic,2,92499.5,2025,0
262,2019,Toyota,Vellfire,Recon,Automatic,3.5,62499.5,2025,0
263,2021,Proton,X50,Used,Automatic,1.5,62499.5,2025,0
264,2016,Honda,Hr-V,Used,Automatic,1.8,82499.5,2025,0
265,2014,Honda,City,Used,Automatic,1.5,2499.5,2025,0
266,2016,Nissan,Almera,Used,Automatic,1.5,82499.5,2025,20800
267,2011,Toyota,Vellfire,Used,Automatic,3.5,97499.5,2025,60800
268,2020,Proton,X70,Used,Automatic,1.8,62499.5,2025,63800
269,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,365000
270,2019,Mazda,3,Used,Automatic,2,92499.5,2025,98800
271,2012,Perodua,Alza,Used,Automatic,1.5,104999.5,2025,23900
272,2010,Honda,Civic,Used,Automatic,1.8,104999.5,2025,29800
273,2012,Honda,City,Used,Automatic,1.5,104999.5,2025,29800
274,2014,Proton,Saga,Used,Automatic,1.3,104999.5,2025,14900
275,1996,Proton,Wira,Used,Automatic,1.6,154999.5,2025,3800
276,2019,Proton,X70,Used,Automatic,1.8,57499.5,2025,53999
277,2019,Proton,X70,Used,Automatic,1.8,57499.5,2025,53999
278,2016,Perodua,Bezza,Used,Automatic,1.3,92499.5,2025,28800
279,2015,Mercedes,,Used,Automatic,2,104999.5,2025,88800
280,2019,Proton,Persona,Used,Automatic,1.6,62499.5,2025,29800
281,2001,Proton,Perdana,Used,Automatic,2,77499.5,2025,6500
282,2015,Toyota,Innova,Used,Automatic,2,114999.5,2025,43800
283,2023,Proton,Saga,Used,Automatic,1.3,12499.5,2025,35000
284,2008,Proton,Saga,Used,Automatic,1.3,124999.5,2025,7800
285,2007,Proton,Satria,Used,Automatic,1.6,164999.5,2025,9000
286,2016,Honda,Civic,Used,Automatic,1.5,97499.5,2025,75800
287,2016,Honda,City,Used,Automatic,1.5,114999.5,2025,44800
288,2016,Toyota,Alphard,Used,Automatic,2.5,52499.5,2025,165800
289,2013,Toyota,Vios,Used,Automatic,1.5,144999.5,2025,33800
290,2021,Bmw,420I,Recon,Automatic,2,32499.5,2025,242000
291,2021,Proton,X70,Used,Automatic,1.8,32499.5,2025,61888
292,2018,Mitsubishi,Outlander,Used,Automatic,2.4,37499.5,2025,70888
293,2019,Honda,City,Used,Automatic,1.5,57499.5,2025,45888
294,2020,Volkswagen,Tiguan,Used,Automatic,1.4,52499.5,2025,71888
295,2017,Honda,City,Used,Automatic,1.5,42499.5,2025,47888
296,2019,Mini,Clubman,Recon,Automatic,1.5,57499.5,2025,133000
297,2019,Honda,Stepwagon,Recon,Automatic,1.5,47499.5,2025,139000
298,2022,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,258000
299,2023,Toyota,Alphard,Recon,Automatic,2.5,12499.5,2025,368000
300,2021,Toyota,Alphard,Used,Automatic,2.5,17499.5,2025,243000
301,2019,Mini,Clubman,Recon,Automatic,2,32499.5,2025,188000
302,2021,Mini,Cooper,Recon,Automatic,2,27499.5,2025,178000
303,2021,Mini,Cooper,Recon,Automatic,2,12499.5,2025,178000
305,2021,Ford,Ranger,Used,Automatic,2,52499.5,2025,75900
307,2023,Toyota,Vios,Used,Automatic,1.5,2499.5,2025,68000
308,2023,Honda,Civic,Recon,Automatic,2,2499.5,2025,283000
309,2020,Mercedes,,Recon,Automatic,1.5,12499.5,2025,244800
310,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,376000
311,2021,Honda,Odyssey,Recon,Automatic,2.4,62499.5,2025,169800
312,2020,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,194700
313,2019,Mercedes,,Recon,Automatic,2,42499.5,2025,218000
314,2019,Mercedes,,Recon,Automatic,2,32499.5,2025,175000
315,2020,Mazda,Cx-5,Used,Automatic,2,52499.5,2025,79999
316,2019,Mazda,Cx-5,Used,Automatic,2,57499.5,2025,75999
317,2019,Peugeot,3008,Used,Automatic,1.6,42499.5,2025,43999
318,2021,Mercedes,C200,Used,Automatic,2,42499.5,2025,149999
319,2014,Ford,Fiesta,Used,Automatic,1.5,77499.5,2025,15999
320,2018,Kia,Cerato,Used,Automatic,1.6,52499.5,2025,39999
321,2017,Perodua,Axia,Used,Automatic,1,104999.5,2025,21800
322,2014,Proton,Saga,Used,Automatic,1.3,124999.5,2025,9900
323,2013,Perodua,Alza1.5,Used,Automatic,1.5,124999.5,2025,23800
329,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,219000
330,2022,Honda,Civic,Recon,Automatic,2,2499.5,2025,283000
331,2022,Honda,Civic,Recon,Automatic,1.5,7499.5,2025,0
332,2022,Honda,Civic,Used,Automatic,1.8,52499.5,2025,0
333,2020,Honda,Jazz,Used,Automatic,1.5,27499.5,2025,0
334,2016,Perodua,Myvi,Used,Automatic,1.5,72499.5,2025,0
335,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,0
336,2017,Nissan,Almera,Used,Automatic,1.5,62499.5,2025,0
337,2017,Proton,Persona,Used,Automatic,1.6,87499.5,2025,17999
338,2022,Toyota,Alphard,Recon,Automatic,3.5,12499.5,2025,303000
339,2021,Porsche,Taycan,Recon,Automatic,10,22499.5,2025,343000
340,2018,Hyundai,Grand,Used,Automatic,2.5,87499.5,2025,105999
342,2011,Toyota,Hilux,Used,Automatic,2.5,124999.5,2025,45800
343,2018,Honda,City,Used,Automatic,1.5,32499.5,2025,53800
345,2017,Mazda,2,Used,Automatic,1.5,62499.5,2025,40800
347,2016,Nissan,X-Trail,Used,Automatic,2,77499.5,2025,40800
348,2020,Nissan,X-Trail,Used,Automatic,2,57499.5,2025,69800
349,2019,Porsche,Macan,Recon,Automatic,2,47499.5,2025,278000
353,2021,Proton,X70,Used,Automatic,1.8,57499.5,2025,68800
354,2022,Toyota,Hilux,Used,Automatic,2.8,77499.5,2025,116800
355,2018,Nissan,Almera,Used,Automatic,1.5,97499.5,2025,32800
356,2018,Honda,Cr-V,Used,Automatic,1.5,97499.5,2025,82800
357,2022,Porsche,Taycan,Recon,Automatic,10,17499.5,2025,373000
358,2011,Toyota,Vellfire,Used,Automatic,2.4,92499.5,2025,69800
359,2012,Mercedes,,Used,Automatic,1.8,124999.5,2025,34800
360,2011,Toyota,Estima,Used,Automatic,2.4,124999.5,2025,59800
361,2019,Proton,X70,Used,Automatic,1.8,62499.5,2025,53800
363,2015,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,38800
364,2020,Mazda,Cx-5,Used,Automatic,2,42499.5,2025,96800
365,2011,Perodua,Viva,Used,Automatic,1,104999.5,2025,8999
367,2018,Honda,Cr-V,Used,Automatic,2,77499.5,2025,81800
369,2013,Volkswagen,Polo,Used,Automatic,1.2,134999.5,2025,18800
370,2017,KIA,Sportage,Used,Automatic,2,92499.5,2025,50800
371,2013,Proton,Saga,Used,Automatic,1.3,87499.5,2025,10900
372,2019,Perodua,Axia,Used,Automatic,1,62499.5,2025,28800
373,2020,Renault,Koleos,Used,Automatic,2.5,22499.5,2025,89800
374,2019,Renault,Captur,Used,Automatic,1.2,37499.5,2025,40000
375,2019,Renault,Captur,Used,Automatic,1.2,37499.5,2025,40000
376,2019,Renault,Captur,Used,Automatic,1.2,42499.5,2025,40000
377,2018,Bmw,320I,Used,Automatic,2,47499.5,2025,115800
378,2014,Toyota,Alphard,Used,Automatic,3.5,62499.5,2025,83777
379,2016,Bmw,X1,Used,Automatic,2,77499.5,2025,57777
380,2019,Bmw,330I,Used,Automatic,2,42499.5,2025,163777
382,2022,Honda,Hr-V,Used,Automatic,1.5,12499.5,2025,104999
383,2016,Toyota,Innova,Used,Automatic,2,77499.5,2025,67999
384,2015,Toyota,Hilux,Used,Automatic,2.5,97499.5,2025,64999
385,2016,Hyundai,Tucson,Used,Automatic,2,82499.5,2025,39777
386,2017,Honda,Hr-V,Used,Automatic,1.8,97499.5,2025,49777
388,2016,Honda,Hr-V,Used,Automatic,1.8,144999.5,2025,50000
389,2020,Mini,Clubman,Recon,Automatic,2,27499.5,2025,253000
390,2015,Nissan,Almera,Used,Automatic,1.5,72499.5,2025,25800
391,2021,Mini,Cooper,Recon,Automatic,2,37499.5,2025,209000
392,2020,Mini,Countryman,Recon,Automatic,2,37499.5,2025,233000
393,2021,Mini,Cooper,Recon,Automatic,2,32499.5,2025,255000
394,2016,Kia,Rio,Used,Automatic,1.4,82499.5,2025,30800
395,2020,Mini,Cooper,Used,Automatic,2,22499.5,2025,250000
396,2025,Honda,Hr-V,New,Automatic,1.5,2499.5,2025,110000
397,2025,Honda,City,New,Automatic,1.5,2499.5,2025,80000
398,2025,Honda,Civic,New,Automatic,1.5,2499.5,2025,130000
400,2021,Toyota,Harrier,Recon,Automatic,2,77499.5,2025,159000
401,2019,Mini,Countryman,Recon,Automatic,2,67499.5,2025,149000
402,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,364000
403,2021,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,222000
404,2020,Mercedes,,Used,Automatic,1.3,97499.5,2025,173800
405,2019,Toyota,Harrier,Recon,Automatic,2,52499.5,2025,143000
406,2021,Toyota,Harrier,Recon,Automatic,2,22499.5,2025,188000
407,2018,Toyota,Camry,Used,Automatic,2.5,82499.5,2025,117999
408,2001,Mercedes,,Used,Automatic,2,224999.5,2025,9900
409,2020,Honda,Odyssey,Recon,Automatic,2.4,87499.5,2025,145000
410,2020,Mercedes,,Recon,Automatic,1.5,27499.5,2025,209000
411,2021,Toyota,Vellfire,Recon,Automatic,2.5,32499.5,2025,203000
412,2019,Land,Rover,Recon,Automatic,5,27499.5,2025,495000
413,2011,Toyota,Corolla,Used,Automatic,1.8,224999.5,2025,26888
414,2018,Toyota,Alphard,Used,Automatic,2.5,77499.5,2025,166999
415,2013,Mercedes,,Used,Automatic,2,104999.5,2025,63888
416,2017,Toyota,Hilux,Used,Automatic,2.8,124999.5,2025,78888
417,2018,Mercedes,,Used,Automatic,2,42499.5,2025,152999
418,2019,Mercedes,,Used,Automatic,2,37499.5,2025,158999
419,2023,Honda,City,Used,Automatic,1.5,32499.5,2025,73800
420,2020,Toyota,Camry,Used,Automatic,2.5,87499.5,2025,138800
421,2018,Honda,Civic1.5,Used,Automatic,1.5,62499.5,2025,85600
422,2017,Perodua,Axia,Used,Automatic,1,72499.5,2025,25800
426,2021,Toyota,Alphard,Recon,Automatic,2.5,37499.5,2025,225000
427,2014,Toyota,Vios,Used,Automatic,1.5,114999.5,2025,0
428,2019,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,0
429,2022,Toyota,Harrier,Recon,Automatic,2,12499.5,2025,0
430,2019,Perodua,Aruz,Used,Automatic,1.5,17499.5,2025,0
431,2022,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,0
432,2020,Mercedes,,Recon,Automatic,1.3,37499.5,2025,168000
433,2021,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,234000
434,2008,Honda,Cr-V,Used,Automatic,2,134999.5,2025,19999
437,2023,Volkswagen,Golf,Used,Automatic,1.4,32499.5,2025,128800
438,2020,Proton,X70,Used,Automatic,1.8,62499.5,2025,68800
439,2019,Toyota,Vellfire,Recon,Automatic,2.5,67499.5,2025,206000
444,2016,Toyota,Vellfire,Used,Automatic,2.5,67499.5,2025,169999
445,2019,Mazda,Cx-5,Used,Automatic,2,114999.5,2025,82800
446,2023,Ford,Ranger,Used,Automatic,2,12499.5,2025,139800
447,2018,Mercedes,,Used,Automatic,2,67499.5,2025,155800
448,2014,Toyota,Harrier,Used,Automatic,2,114999.5,2025,75800
449,2020,Mercedes,,Recon,Automatic,1.9,47499.5,2025,199000
450,2019,Proton,X70,Used,Automatic,1.8,42499.5,2025,54800
451,2020,Mercedes,,Recon,Automatic,1.9,32499.5,2025,208000
452,2021,Porsche,Taycan,Recon,Automatic,10,12499.5,2025,348000
453,2002,Toyota,Corolla,Used,Automatic,1.8,92499.5,2025,12800
454,2020,Mercedes,,Recon,Automatic,2,57499.5,2025,205000
455,2017,Mercedes,,Used,Automatic,2,72499.5,2025,78800
456,2019,Honda,City,Used,Automatic,1.5,62499.5,2025,47800
457,2018,Nissan,X-Trail,Used,Automatic,2,72499.5,2025,50800
458,2013,Volkswagen,Golf,Used,Automatic,1.4,92499.5,2025,39800
459,2018,Mercedes,,Used,Automatic,2,52499.5,2025,146999
460,2015,Toyota,Camry,Used,Automatic,2,87499.5,2025,41913
461,2017,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,37913
462,2021,Mercedes,,Recon,Automatic,2,17499.5,2025,213000
463,2020,Perodua,Myvi,Used,Automatic,1.3,52499.5,2025,32913
464,2021,Toyota,Alphard,Recon,Automatic,2.5,42499.5,2025,209000
465,2018,Perodua,Myvi,Used,Automatic,1.5,72499.5,2025,33913
466,2016,Perodua,Myvi,Used,Automatic,1.5,97499.5,2025,30800
467,2019,MAZDA,3,Used,Automatic,2,104999.5,2025,68800
468,2018,Honda,Jazz,Used,Automatic,1.5,97499.5,2025,61800
469,2020,Honda,Civic,Used,Automatic,1.5,62499.5,2025,90800
471,2019,Honda,Hr-V,Used,Automatic,1.8,62499.5,2025,69999
472,2015,Honda,Hr-V,Used,Automatic,1.8,87499.5,2025,43999
473,2019,Toyota,Hilux,Used,Automatic,2.4,72499.5,2025,97999
474,2015,Mercedes,,Used,Automatic,2,92499.5,2025,83800
475,2020,Mini,Cooper,Recon,Automatic,2,27499.5,2025,143000
476,2019,Proton,X70,Used,Automatic,1.8,52499.5,2025,53999
477,2021,Mini,Cooper,Recon,Automatic,1.5,12499.5,2025,165000
478,2023,Toyota,Alphard,Recon,Automatic,2.5,12499.5,2025,350000
479,2017,Perodua,Myvi,Used,Automatic,1.5,104999.5,2025,31000
480,2015,Nissan,X-Trail,Used,Automatic,2,154999.5,2025,35000
481,2008,Toyota,Corolla,Used,Automatic,1.8,154999.5,2025,20000
482,2016,Proton,Persona,Used,Automatic,1.6,134999.5,2025,22000
483,2012,Toyota,Vios,Used,Automatic,1.5,92499.5,2025,28800
484,2020,Mini,Cooper,Recon,Automatic,2,42499.5,2025,178000
485,2019,Mini,Clubman,Recon,Automatic,2,52499.5,2025,195000
486,2020,Mini,Cooper,Recon,Automatic,2,42499.5,2025,178000
488,2020,Bmw,X5,Used,Automatic,3,67499.5,2025,235800
489,2015,Mini,Cooper,Used,Automatic,1.5,97499.5,2025,67800
490,2019,Bmw,330I,Used,Automatic,2,2499.5,2025,149800
491,2016,Toyota,Vellfire,Used,Automatic,3.5,2499.5,2025,149800
492,2022,Mazda,Cx-5,Used,Automatic,2,47499.5,2025,135800
493,2019,Ford,Ranger,Used,Automatic,2,104999.5,2025,69800
494,2022,Mini,Cooper,Recon,Automatic,2,12499.5,2025,162000
495,2019,Mercedes,,Recon,Automatic,1.3,22499.5,2025,148000
496,2023,Toyota,Landcruiser,Recon,Automatic,3.3,12499.5,2025,489000
497,2019,Porsche,Macan,Recon,Automatic,3,42499.5,2025,259000
498,2019,Mercedes,,Recon,Automatic,2,62499.5,2025,172000
499,2019,Porsche,Macan,Recon,Automatic,2,82499.5,2025,259000
500,2019,Mercedes,,Recon,Automatic,2,37499.5,2025,205000
501,2019,Mini,Countryman,Recon,Automatic,1.5,52499.5,2025,136000
503,2013,Toyota,Hilux,Used,Automatic,3,114999.5,2025,45800
504,2020,Subaru,Xv,Used,Automatic,2,77499.5,2025,70000
505,2019,Toyota,Alphard,Recon,Automatic,2.5,52499.5,2025,223000
506,2022,Suzuki,Swift,Recon,Automatic,1.4,32499.5,2025,118000
507,2020,Mercedes,,Recon,Automatic,1.3,17499.5,2025,164000
508,2023,Toyota,Vellfire,Recon,Automatic,2.4,2499.5,2025,468000
509,2011,Toyota,Vellfire,Used,Automatic,3.5,194999.5,2025,63888
510,2017,Perodua,Myvi,Used,Automatic,1.5,104999.5,2025,31888
511,2014,Nissan,Almera,Used,Automatic,1.5,164999.5,2025,18888
512,2013,Toyota,Vellfire,Used,Automatic,2.4,92499.5,2025,84888
513,2014,Toyota,Wish,Used,Automatic,1.8,92499.5,2025,67999
514,2019,Perodua,Axia,Used,Automatic,1,52499.5,2025,30800
515,2007,Toyota,Camry,Used,Automatic,2,154999.5,2025,19800
516,2020,Perodua,Myvi,Used,Automatic,1.5,52499.5,2025,42800
517,2009,Perodua,Myvi,Used,Automatic,1.3,114999.5,2025,9800
518,2021,Mazda,Cx-5,Used,Automatic,2,97499.5,2025,108800
519,2017,Nissan,Almera,Used,Automatic,1.5,72499.5,2025,25800
525,2021,Mercedes,,Recon,Automatic,2,7499.5,2025,0
526,2014,Toyota,Camry,Used,Automatic,2,87499.5,2025,0
527,2017,Honda,Civic,Used,Automatic,1.8,92499.5,2025,0
528,2016,Proton,Saga,Used,Automatic,1.3,82499.5,2025,0
529,2018,Honda,City,Used,Automatic,1.5,72499.5,2025,47800
530,2008,Chevrolet,Captiva,Used,Automatic,2,174999.5,2025,12980
531,2013,Perodua,Alza,Used,Automatic,1.5,224999.5,2025,25980
532,2023,Toyota,Landcruiser,Recon,Automatic,3.4,12499.5,2025,468000
533,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,368000
535,2017,Honda,Civic,Used,Automatic,1.5,104999.5,2025,86800
536,2015,Honda,Cr-V,Used,Automatic,2,82499.5,2025,51800
537,2016,Ford,Ranger,Used,Automatic,2.2,124999.5,2025,54800
538,2016,Mazda,6,Used,Automatic,2.5,82499.5,2025,72800
539,2017,Subaru,Xv,Used,Automatic,2,87499.5,2025,56850
540,2021,Mercedes,,Recon,Automatic,2,42499.5,2025,237000
541,2020,Proton,Persona,Used,Automatic,1.6,62499.5,2025,31800
542,2016,Mazda,Cx-3,Used,Automatic,2,72499.5,2025,45800
543,2013,Toyota,Vellfire,Used,Automatic,2.4,72499.5,2025,80800
545,2019,Mercedes,,Recon,Automatic,2,37499.5,2025,209000
546,2020,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,239000
547,2021,Mercedes,,Recon,Automatic,2,7499.5,2025,297999
548,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,342800
549,2017,Mazda,3,Used,Automatic,2,82499.5,2025,59999
550,2016,Mercedes,,Used,Automatic,2,67499.5,2025,100999
551,2022,Land,Range,Recon,Automatic,3,17499.5,2025,999999
552,2016,Mercedes,,Used,Automatic,3.5,92499.5,2025,97999
554,2020,Mercedes,,Recon,Automatic,2,77499.5,2025,216000
555,2016,Honda,Odyssey,Used,Automatic,2.4,77499.5,2025,102999
556,2017,Nissan,Grand,Used,Automatic,1.8,72499.5,2025,39999
557,2020,Mercedes,,Recon,Automatic,2,52499.5,2025,223000
558,2018,Mazda,3,Used,Automatic,2,82499.5,2025,75800
559,2020,Mercedes,,Used,Automatic,2,32499.5,2025,169800
560,2023,Toyota,Alphard,Recon,Automatic,2.5,7499.5,2025,356000
561,2020,Toyota,Yaris,Used,Automatic,1.5,77499.5,2025,59800
562,2020,Mercedes,,Recon,Automatic,1.5,12499.5,2025,214000
563,2020,Toyota,Avanza,Used,Automatic,1.5,114999.5,2025,56800
564,2019,Honda,City,Used,Automatic,1.5,67499.5,2025,56800
565,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,189000
566,2021,Toyota,Innova,Used,Automatic,2,47499.5,2025,99800
567,2018,Toyota,Innova,Used,Automatic,2,72499.5,2025,77800
568,2014,Mazda,Cx-5,Used,Automatic,2.5,97499.5,2025,34800
569,2016,Mini,Cooper,Used,Automatic,2,62499.5,2025,87800
570,2013,Nissan,Almera,Used,Automatic,1.5,92499.5,2025,22800
571,2021,Mazda,Cx-5,Used,Automatic,2.5,87499.5,2025,115800
572,2020,Ford,Ranger,Used,Automatic,2.2,67499.5,2025,72800
574,2005,Toyota,Alphard,Used,Automatic,2.4,274999.5,2025,52000
575,2004,Nissan,X-Trail,Used,Automatic,2,124999.5,2025,18800
576,2001,Proton,Perdana,Used,Automatic,2,274999.5,2025,2999
578,2020,Mercedes,,Recon,Automatic,1.5,12499.5,2025,295000
579,2020,Toyota,Landcruiser,Recon,Automatic,2.7,37499.5,2025,232000
580,2021,Toyota,Harrier,Recon,Automatic,2,22499.5,2025,168000
581,2015,Perodua,Alza,Used,Automatic,1.5,82499.5,2025,34800
582,2006,Honda,City,Used,Automatic,1.5,114999.5,2025,15800
583,2022,Perodua,Bezza,Used,Automatic,1.3,67499.5,2025,38900
584,2019,Audi,A7,Recon,Automatic,3,82499.5,2025,288000
586,2019,Honda,Cr-V,Used,Automatic,2,87499.5,2025,83800
587,2019,Nissan,Serena,Used,Automatic,2,82499.5,2025,79800
588,2018,Mitsubishi,Outlander,Used,Automatic,2,82499.5,2025,68800
589,2018,Bmw,F30,Used,Automatic,1.5,87499.5,2025,69800
590,2011,Perodua,Myvi,Used,Automatic,1.3,144999.5,2025,19800
591,2009,Toyota,Estima,Used,Automatic,2.4,114999.5,2025,51500
592,2019,Porsche,Cayenne,Recon,Automatic,3,77499.5,2025,418000
593,2006,Toyota,Vios,Used,Automatic,1.5,164999.5,2025,15800
594,2020,Mercedes,,Recon,Automatic,2,37499.5,2025,318000
595,2015,Proton,Saga,Used,Automatic,1.3,87499.5,2025,14800
596,2020,Toyota,Hilux,Used,Automatic,2.8,22499.5,2025,106800
597,2017,Perodua,,Used,Automatic,1,82499.5,2025,19688
598,2022,Honda,City,Used,Automatic,1.5,37499.5,2025,76800
599,2018,Honda,Cr-V,Used,Automatic,1.5,97499.5,2025,89800
600,2019,Nissan,X-Trail,Used,Automatic,2,92499.5,2025,66800
601,2011,Perodua,Viva,Used,Automatic,1,124999.5,2025,8888
602,2020,Mercedes,,Recon,Automatic,2,7499.5,2025,179000
603,2023,Bmw,530E,Used,Automatic,2,57499.5,2025,208900
604,2011,Perodua,Myvi,Used,Automatic,1.3,97499.5,2025,0
605,2020,Honda,Civic,Used,Automatic,1.5,92499.5,2025,0
606,2021,Toyota,Harrier,Recon,Automatic,2,22499.5,2025,0
607,2010,Nissan,Grand,Used,Automatic,1.6,144999.5,2025,15800
608,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,379700
609,2021,Toyota,Vellfire,Recon,Automatic,3.5,37499.5,2025,210700
610,2015,Toyota,Alphard,Used,Automatic,2.5,92499.5,2025,155800
611,2015,Honda,Civic,Used,Automatic,2,124999.5,2025,42888
612,2023,Porsche,Taycan,Recon,Automatic,1,2499.5,2025,358000
613,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,362000
614,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,216000
615,2023,Lexus,Rx350,Recon,Automatic,2.4,2499.5,2025,399000
616,2019,Bmw,523I,Recon,Automatic,2,32499.5,2025,176000
618,2011,Toyota,Vios,Used,Automatic,1.5,104999.5,2025,28800
621,2023,Lexus,Rx350,Recon,Automatic,2.4,7499.5,2025,398000
622,2019,Bmw,523I,Recon,Automatic,2,32499.5,2025,199000
623,2019,Honda,Odyssey,Recon,Automatic,2.4,47499.5,2025,125000
624,2022,Toyota,Noah,Recon,Automatic,2,77499.5,2025,125000
625,2019,Mercedes,,Recon,Automatic,1.3,87499.5,2025,159000
626,2022,Lexus,Rx300,Recon,Automatic,2,12499.5,2025,293000
627,2019,Perodua,Myvi,Used,Automatic,1.5,92499.5,2025,41800
628,2014,Volkswagen,Jetta,Used,Automatic,1.4,92499.5,2025,21800
