,year_produce,brand,model,car_type,gear_type,engine_cap,mileage,year_extracted,old_price
1071,2020,Toyota,Vios,Used,Automatic,1.5,47499.5,2025,49999
1072,2014,Volkswagen,Golf,Used,Automatic,1.4,42499.5,2025,49999
1073,2016,Proton,Exora,Used,Automatic,1.6,77499.5,2025,22999
1074,2017,Honda,City,Used,Automatic,1.5,67499.5,2025,36999
1075,2017,Bmw,320I,Used,Automatic,2,72499.5,2025,80999
1076,2018,Toyota,Hilux,Used,Automatic,2.8,62499.5,2025,79999
1077,2017,Nissan,Almera,Used,Automatic,1.5,67499.5,2025,30999
1078,2020,Proton,X70,Used,Automatic,1.8,92499.5,2025,53999
1079,2017,Honda,Cr-V,Used,Automatic,2,62499.5,2025,60999
1080,2017,Honda,City,Used,Automatic,1.5,57499.5,2025,36999
1081,2017,Honda,Hr-V,Used,Automatic,1.8,67499.5,2025,48999
1082,2015,Toyota,Vios,Used,Automatic,1.5,77499.5,2025,29999
1083,2018,Volkswagen,Polo,Used,Automatic,1.6,42499.5,2025,30999
1084,2017,Bmw,320I,Used,Automatic,2,42499.5,2025,75999
1085,2017,Honda,Civic,Used,Automatic,1.5,37499.5,2025,66999
1086,2022,Perodua,Aruz,Used,Automatic,1.5,37499.5,2025,49999
1087,2016,Toyota,HILUX,Used,Automatic,2.5,67499.5,2025,59999
1088,2017,Honda,Jazz,Used,Automatic,1.5,57499.5,2025,48999
1089,2020,Toyota,ALPHARD,Used,Automatic,2.5,52499.5,2025,159999
1093,2015,Perodua,Axia,Used,Automatic,1,92499.5,2025,21800
1095,2011,Suzuki,Swift,Used,Automatic,1.5,92499.5,2025,19800
1096,2013,Perodua,Myvi,Used,Automatic,1.3,104999.5,2025,24900
1097,2011,Mazda,3,Used,Automatic,2,104999.5,2025,23900
1098,2015,Proton,Iriz,Used,Automatic,1.6,97499.5,2025,17900
1099,2017,Proton,Perdana,Used,Automatic,2.4,67499.5,2025,39888
1100,2014,Proton,Inspira,Used,Automatic,2,82499.5,2025,25888
1101,2014,Toyota,Camry,Used,Automatic,2,72499.5,2025,45888
1102,2015,Kia,Cerato,Used,Automatic,1.6,92499.5,2025,21888
1103,2020,Honda,Cr-V,Used,Automatic,1.5,77499.5,2025,93888
1104,2010,Perodua,Myvi,Used,Automatic,1.3,114999.5,2025,13888
1105,2016,Toyota,Vios,Used,Automatic,1.5,92499.5,2025,42800
1106,2021,Perodua,Axia,Used,Automatic,1,37499.5,2025,33788
1107,2021,Perodua,Alza,Used,Automatic,1.5,62499.5,2025,42788
1108,2021,Nissan,Navara,Used,Automatic,2.5,82499.5,2025,71788
1109,2019,Nissan,Serena,Used,Automatic,2,104999.5,2025,75000
1110,2022,Mini,Cooper,Recon,Automatic,2,17499.5,2025,162000
1111,2015,Proton,Preve,Used,Automatic,1.6,144999.5,2025,19800
1112,2019,Audi,A7,Recon,Automatic,3,87499.5,2025,288000
1113,2024,Proton,X50,New,Automatic,1.5,2499.5,2025,86300
1114,2015,Honda,Accord,Used,Automatic,2,124999.5,2025,45800
1115,2019,Bmw,523I,Recon,Automatic,2,52499.5,2025,176000
1116,2020,Mini,Cooper,Recon,Automatic,2,57499.5,2025,159000
1117,2013,Toyota,Vellfire,Used,Automatic,2.4,114999.5,2025,91800
1118,2022,Honda,Cr-V,Used,Automatic,1.5,57499.5,2025,119770
1119,2014,Toyota,Vios,Used,Automatic,1.5,114999.5,2025,33770
1120,2019,Honda,Br-V,Used,Automatic,1.5,62499.5,2025,43770
1121,2021,Proton,X50,Used,Automatic,1.5,27499.5,2025,64770
1122,2018,Honda,N,Used,Automatic,0.7,62499.5,2025,69999
1124,2017,Perodua,Myvi,Used,Automatic,1.5,52499.5,2025,34999
1126,2016,Toyota,Avanza,Used,Automatic,1.5,97499.5,2025,35900
1127,2017,Perodua,Myvi,Used,Automatic,1.5,97499.5,2025,0
1128,2021,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,0
1129,2020,Perodua,Myvi,Used,Automatic,1.3,42499.5,2025,0
1130,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,0
1131,2022,Toyota,Alphard,Recon,Automatic,2.5,12499.5,2025,0
1132,2021,Honda,City,Used,Automatic,1.5,62499.5,2025,58780
1133,2018,Toyota,Avanza,Used,Automatic,1.5,134999.5,2025,50780
1134,2021,Honda,Hr-V,Used,Automatic,1.8,57499.5,2025,79780
1135,2021,Ford,Ranger,Used,Automatic,2,72499.5,2025,133780
1137,2025,Perodua,1,New,Automatic,1,2499.5,2025,43000
1139,2016,Mazda,Cx-5,Used,Automatic,2.5,72499.5,2025,53888
1140,2016,Mercedes,,Used,Automatic,1.6,72499.5,2025,83800
1141,2012,Honda,Jazz,Used,Automatic,1.3,144999.5,2025,25300
1142,2021,Honda,Stepwagon,Recon,Automatic,1.5,27499.5,2025,149700
1143,2023,Toyota,Vellfire,Recon,Automatic,2.4,2499.5,2025,497700
1146,2019,Toyota,Vellfire,Recon,Automatic,2.5,27499.5,2025,185700
1147,2021,Toyota,Alphard,Recon,Automatic,2.5,47499.5,2025,213700
1148,2021,Toyota,Alphard,Recon,Automatic,2.5,37499.5,2025,239700
1149,2021,Honda,Hr-V,Used,Automatic,1.8,42499.5,2025,73770
1151,2014,Perodua,Axia,Used,Automatic,1,124999.5,2025,19770
1152,2023,Honda,Civic,Used,Automatic,1.5,12499.5,2025,115770
1153,2017,Toyota,Vios,Used,Automatic,1.5,87499.5,2025,42770
1155,2008,Perodua,Viva,Used,Automatic,1,104999.5,2025,9300
1156,2009,Perodua,Viva,Used,Automatic,1,114999.5,2025,9788
1157,2008,Perodua,Myvi,Used,Automatic,1.3,164999.5,2025,13800
1158,2013,Perodua,Myvi,Used,Automatic,1.3,184999.5,2025,17800
1159,2017,proton,Saga,Used,Automatic,1.3,114999.5,2025,15800
1160,2020,Volkswagen,Tiguan,Used,Automatic,1.4,92499.5,2025,71800
1161,2015,Bmw,316I,Used,Automatic,1.6,97499.5,2025,59800
1162,2018,Toyota,Vellfire,Used,Automatic,2.5,67499.5,2025,151800
1163,2019,Bmw,330E,Used,Automatic,2,57499.5,2025,86800
1164,2018,Mercedes,,Used,Automatic,1.6,67499.5,2025,109800
1165,2016,Bmw,320I,Used,Automatic,2,87499.5,2025,76800
1166,2004,Mercedes,,Used,Automatic,2.6,374999.5,2025,20000
1167,2016,Volkswagen,Vento,Used,Automatic,1.2,92499.5,2025,22000
1169,2017,Perodua,Alza,Used,Automatic,1.5,82499.5,2025,30800
1170,2020,Bmw,520I,Used,Automatic,2,82499.5,2025,135800
1171,2019,Toyota,Camry,Used,Automatic,2.5,32499.5,2025,123800
1172,2017,Toyota,Avanza,Used,Automatic,1.5,72499.5,2025,45800
1173,2018,Toyota,Vios,Used,Automatic,1.5,67499.5,2025,50999
1174,2020,Perodua,Myvi,Used,Automatic,1.5,32499.5,2025,41999
1175,2023,Bmw,530I,Used,Automatic,2,52499.5,2025,258900
1176,2014,Toyota,Harrier,Used,Automatic,2,87499.5,2025,80999
1177,2023,Volkswagen,Tiguan,Used,Automatic,2,87499.5,2025,143800
1178,2019,Toyota,Vios,Used,Automatic,1.5,67499.5,2025,52999
1180,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,215700
1181,2021,Mazda,3,Used,Automatic,2,62499.5,2025,119800
1182,2007,Toyota,Vios,Used,Automatic,1.5,154999.5,2025,21800
1183,2018,Mercedes,,Recon,Automatic,1.6,22499.5,2025,131000
1184,2019,Mercedes,,Recon,Automatic,2,57499.5,2025,178000
1185,2019,Mercedes,,Recon,Automatic,2,32499.5,2025,166000
1188,2022,Mercedes,,Used,Automatic,2,37499.5,2025,245000
1190,2020,Volkswagen,Passat,Used,Automatic,2,37499.5,2025,98800
1191,2015,Mazda,Cx-5,Used,Automatic,2,92499.5,2025,49000
1192,2018,Mercedes,E250,Used,Automatic,2,77499.5,2025,131900
1193,2014,Toyota,Innova,Used,Automatic,2,144999.5,2025,36800
1194,2016,Mercedes,,Used,Automatic,1.6,62499.5,2025,88900
1195,2006,Toyota,Innova,Used,Automatic,2,164999.5,2025,18800
1196,2006,Perodua,Myvi,Used,Automatic,1.3,164999.5,2025,10800
1197,1995,Honda,Accord,Used,Automatic,2.2,134999.5,2025,10800
1198,2014,Volkswagen,Beetle,Used,Automatic,1.2,82499.5,2025,46800
1199,2012,Toyota,Camry,Used,Automatic,2.4,124999.5,2025,41800
1200,2015,Toyota,Corolla,Used,Automatic,1.8,82499.5,2025,46800
1201,2012,Land,Rover,Used,Automatic,2,72499.5,2025,65800
1202,2015,Mazda,3,Used,Automatic,1.6,124999.5,2025,26000
1203,2015,Nissan,Almera,Used,Automatic,1.5,82499.5,2025,22800
1204,2019,Perodua,Myvi,Used,Automatic,1.5,2499.5,2025,37000
1205,2016,Honda,City,Used,Automatic,1.5,87499.5,2025,38800
1206,2022,Mini,Cooper,Recon,Automatic,1.5,12499.5,2025,159800
1207,2015,Perodua,Axia,Used,Automatic,1,114999.5,2025,21700
1208,2020,Nissan,Serena,Used,Automatic,2,57499.5,2025,83800
1209,2021,Mercedes,,Used,Automatic,2,32499.5,2025,218800
1210,2020,Toyota,Vios,Used,Automatic,1.5,77499.5,2025,56800
1211,2017,Perodua,Myvi,Used,Automatic,1.5,77499.5,2025,33800
1212,2007,Toyota,Vios,Used,Automatic,1.5,97499.5,2025,15800
1213,2011,Honda,City,Used,Automatic,1.5,87499.5,2025,23801
1214,2020,Mercedes,,Recon,Automatic,1.5,22499.5,2025,206000
1216,2020,Mercedes,,Recon,Automatic,2,22499.5,2025,178000
1217,2017,Perodua,Axia,Used,Automatic,1,62499.5,2025,23999
1218,2006,Nissan,Sentra,Used,Automatic,1.8,224999.5,2025,9800
1219,2019,Honda,Civic,Used,Automatic,1.5,72499.5,2025,92800
1220,2019,Honda,Civic,Used,Automatic,1.5,72499.5,2025,88800
1221,2017,Perodua,Axia,Used,Automatic,1,32499.5,2025,23800
1222,2015,Honda,Accord,Used,Automatic,2,124999.5,2025,47800
1223,2014,Toyota,Estima/Previa,Used,Automatic,2.4,87499.5,2025,71999
1225,2023,Toyota,Alphard,Recon,Automatic,2.5,2499.5,2025,358000
1226,2021,Toyota,Alphard,Recon,Automatic,2.5,27499.5,2025,229000
1227,2013,Nissan,Livina,Used,Automatic,1.6,124999.5,2025,20800
1228,2017,Toyota,Innova,Used,Automatic,2,52499.5,2025,62800
1229,2011,Volkswagen,Polo,Used,Automatic,1.2,62499.5,2025,12500
1234,2016,Perodua,Axia,Used,Automatic,1,22499.5,2025,12500
1235,2020,Mazda,2,Used,Automatic,1.5,47499.5,2025,62800
1237,2015,Mini,Cooper,Used,Automatic,2,47499.5,2025,84800
1240,2007,Perodua,Myvi,Used,Automatic,1.3,114999.5,2025,12500
1241,2011,Perodua,Myvi,Used,Automatic,1.3,194999.5,2025,14500
1242,2009,Proton,Saga,Used,Automatic,1.3,12499.5,2025,7000
1243,2021,Honda,Civic,Used,Automatic,1.5,37499.5,2025,92888
1244,2021,Honda,Accord,Used,Automatic,1.5,47499.5,2025,119888
1245,2017,Honda,Accord,Used,Automatic,2.4,67499.5,2025,62888
1246,2015,Honda,Odyssey,Used,Automatic,2.4,62499.5,2025,71888
1247,2018,Perodua,Myvi,Used,Automatic,1.5,67499.5,2025,37888
1248,2013,Volkswagen,Golf,Used,Automatic,2,134999.5,2025,68000
1249,2008,Bmw,523I,Used,Automatic,2.5,224999.5,2025,30000
1250,2015,Proton,Saga,Used,Automatic,1.3,92499.5,2025,9555
1251,2017,Honda,Jazz,Used,Automatic,1.5,77499.5,2025,46700
1252,2023,Toyota,Voxy,Recon,Automatic,2,12499.5,2025,193700
1253,2017,Mercedes,,Used,Automatic,2,92499.5,2025,116800
1254,1999,Toyota,Corolla,Used,Automatic,1.6,500000,2025,4888
1256,2016,Toyota,Hilux,Used,Automatic,2.8,87499.5,2025,78770
1257,2019,Toyota,Innova,Used,Automatic,2,72499.5,2025,80770
1258,2018,Honda,Accord,Used,Automatic,2,82499.5,2025,71770
1259,2015,Toyota,Vios,Used,Automatic,1.5,77499.5,2025,36770
1260,2022,Toyota,Vios,Used,Automatic,1.5,37499.5,2025,63800
1261,1997,Toyota,Rav4,Used,Automatic,2,274999.5,2025,9888
1262,2019,Toyota,Alphard,Recon,Automatic,2.5,42499.5,2025,0
1263,2020,Perodua,Myvi,Used,Automatic,1.5,42499.5,2025,0
1264,2019,Honda,Jazz,Used,Automatic,1.5,82499.5,2025,64780
1265,2017,Bmw,330E,Used,Automatic,2,67499.5,2025,53780
1266,2016,Toyota,Camry,Used,Automatic,2,72499.5,2025,64780
1267,2020,Ford,Ranger,Used,Automatic,2,57499.5,2025,83780
1268,2015,Honda,City,Used,Automatic,1.5,134999.5,2025,31780
1270,2015,Mazda,3,Used,Automatic,2,104999.5,2025,59999
1271,2021,Perodua,Myvi,Used,Automatic,1.5,52499.5,2025,39800
1272,2009,Perodua,Myvi,Used,Automatic,1.3,114999.5,2025,14888
1273,2017,Honda,Cr-V,Used,Automatic,2,92499.5,2025,84999
1274,2019,Mazda,Cx-5,Used,Automatic,2,57499.5,2025,89600
1275,2016,Mercedes,E250,Used,Automatic,2,77499.5,2025,87800
1276,2020,Ford,Ranger,Used,Automatic,2,47499.5,2025,87888
1277,2012,Mazda,3,Used,Automatic,2,104999.5,2025,25888
1278,2016,Bmw,X5,Used,Automatic,3,62499.5,2025,108888
1279,2017,Mercedes,,Used,Automatic,2,87499.5,2025,135888
1280,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,191700
1281,2020,Toyota,Alphard,Recon,Automatic,2.5,32499.5,2025,210700
1282,2022,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,229700
1283,2022,Toyota,Alphard,Recon,Automatic,2.5,17499.5,2025,229700
1288,2016,Toyota,Vios,Used,Automatic,1.5,97499.5,2025,43999
1289,2015,Toyota,Vios,Used,Automatic,1.5,97499.5,2025,41999
1290,2017,Proton,Exora,Used,Automatic,1.6,154999.5,2025,17800
1291,2014,Toyota,Vios,Used,Automatic,1.5,97499.5,2025,32770
1292,2014,Honda,Jazz,Used,Automatic,1.5,87499.5,2025,36770
1293,2019,Perodua,Myvi,Used,Automatic,1.5,57499.5,2025,38770
1294,2014,Toyota,Vios,Used,Automatic,1.5,114999.5,2025,33770
1295,2022,Mazda,3,Used,Automatic,2,27499.5,2025,120800
1296,2016,Mercedes,,Used,Automatic,1.6,87499.5,2025,89800
1297,2020,Mercedes,,Used,Automatic,2,37499.5,2025,163800
1298,2017,Mercedes,,Used,Automatic,2,77499.5,2025,105800
1299,2019,Toyota,Yaris,Used,Automatic,1.5,62499.5,2025,52800
1300,2019,Nissan,Almera,Used,Automatic,1.5,72499.5,2025,28800
1301,2019,Toyota,Hilux,Used,Automatic,2.8,92499.5,2025,97800
1302,2019,Perodua,Myvi,Used,Automatic,1.3,92499.5,2025,32800
1303,2014,BMW,320I,Used,Automatic,2,154999.5,2025,0
1304,2015,Mazda,3,Used,Automatic,1.6,124999.5,2025,0
1305,2014,Mercedes,,Used,Automatic,2,134999.5,2025,69700
1308,2012,Perodua,Alza,Used,Automatic,1.5,124999.5,2025,17800
1309,2005,Hyundai,Accent,Used,Automatic,1.5,114999.5,2025,7000
1310,2017,Toyota,Vellfire,Used,Automatic,2.5,67499.5,2025,159900
1313,2018,Bmw,740Le,Used,Automatic,2,82499.5,2025,113900
1314,2020,Bmw,330E,Used,Automatic,2,87499.5,2025,133900
1315,2018,Honda,City,Used,Automatic,1.5,92499.5,2025,48000
1316,2002,Proton,Waja,Used,Automatic,1.6,144999.5,2025,4500
1317,2023,Mercedes,,Used,Automatic,2,32499.5,2025,275000
1319,2019,Honda,Civic,Used,Automatic,1.8,77499.5,2025,84800
1320,2018,Mitsubishi,Triton,Used,Automatic,2.4,72499.5,2025,59800
1322,2018,Toyota,C-Hr,Used,Automatic,1.8,92499.5,2025,89999
1323,2022,Honda,Odyssey,Recon,Automatic,2.4,17499.5,2025,206000
1325,2016,Toyota,Camry,Used,Automatic,2.5,87499.5,2025,63800
1326,2013,Honda,City,Used,Automatic,1.5,114999.5,2025,28800
1327,2020,Land,Rover,Recon,Automatic,2,17499.5,2025,355000
1328,2010,Honda,City,Used,Automatic,1.5,184999.5,2025,17800
1329,2017,Mercedes,,Used,Automatic,2,77499.5,2025,108000
1330,2012,Honda,Accord,Used,Automatic,2,97499.5,2025,27800
1331,2015,Mercedes,,Used,Automatic,1.6,82499.5,2025,69900
1332,2012,Nissan,Almera,Used,Automatic,1.5,124999.5,2025,17800
1333,2016,Volkswagen,Passat,Used,Automatic,1.8,82499.5,2025,35900
1334,2020,Honda,City,Used,Automatic,1.5,52499.5,2025,62799
1336,2014,Audi,A4,Used,Automatic,1.8,104999.5,2025,37800
1337,2018,Kia,Optima,Used,Automatic,2,114999.5,2025,82800
1338,2015,Bmw,218I,Used,Automatic,1.5,97499.5,2025,49800
1340,2012,Mercedes,,Used,Automatic,1.8,134999.5,2025,45800
1341,2022,Lexus,Rx300T,Recon,Automatic,2,22499.5,2025,289800
1343,2015,Perodua,Myvi,Used,Automatic,1.5,87499.5,2025,28000
1344,2014,Toyota,Vios,Used,Automatic,1.5,82499.5,2025,34800
1345,2014,Honda,Jazz,Used,Automatic,1.5,82499.5,2025,39980
1346,2007,Perodua,Myvi,Used,Automatic,1.3,17499.5,2025,10500
1347,2014,BMW,320I,Used,Automatic,2,77499.5,2025,44000
1348,2019,Mercedes,,Used,Automatic,3,2499.5,2025,238500
1349,2014,Honda,Cr-V,Used,Automatic,2,97499.5,2025,36800
1350,2016,Honda,Jazz,Used,Automatic,1.5,77499.5,2025,36800
1351,2023,Honda,City,Used,Automatic,1.5,37499.5,2025,65800
1352,2022,Honda,Cr-V,Used,Automatic,2,67499.5,2025,109800
1353,2018,Mazda,Cx-5,Used,Automatic,2,72499.5,2025,83900
1354,2022,Mercedes,,Used,Automatic,2,2499.5,2025,241800
1355,2020,Toyota,Alphard,Recon,Automatic,2.5,22499.5,2025,209000
1356,2012,Perodua,Myvi,Used,Automatic,1.5,97499.5,2025,20990
1357,1995,Mercedes,,Used,Automatic,3.2,224999.5,2025,49888
1358,2019,Mercedes,,Used,Automatic,2,72499.5,2025,229800
1359,2016,Proton,Suprima,Used,Automatic,1.6,77499.5,2025,20800
1360,2017,Honda,Civic,Used,Automatic,1.5,77499.5,2025,75800
1361,2022,Mercedes,,Used,Automatic,3,27499.5,2025,363800
1362,2018,Mazda,Cx-5,Used,Automatic,2,82499.5,2025,83800
1363,2016,Mercedes,,Used,Automatic,2,52499.5,2025,144800
1364,2019,Honda,Civic,Used,Automatic,1.5,82499.5,2025,81000
1365,2012,Perodua,Myvi,Used,Automatic,1.3,92499.5,2025,17800
1366,2016,Perodua,Axia,Used,Automatic,1,104999.5,2025,22999
1367,2014,Perodua,Myvi,Used,Automatic,1.3,134999.5,2025,15800
1368,2015,Mercedes,,Used,Automatic,2,134999.5,2025,69800
1369,2019,Porsche,Macan,Recon,Automatic,2,22499.5,2025,263000
1370,2015,Porsche,911,Used,Automatic,3.8,17499.5,2025,850888
1371,2023,Honda,Civic,Recon,Automatic,2,2499.5,2025,277000
1372,2009,Ferrari,F430,Used,Automatic,4.3,22499.5,2025,488888
1373,2015,Honda,City,Used,Automatic,1.5,97499.5,2025,29990
1374,2020,Mercedes,,Recon,Automatic,1.3,12499.5,2025,212000
1375,2020,Mercedes,,Recon,Automatic,1.3,12499.5,2025,169000
1376,2008,Volkswagen,Beetle,Used,Automatic,1.6,144999.5,2025,20800
1377,2010,Perodua,Alza,Used,Automatic,1.5,164999.5,2025,17800
1378,2019,Toyota,Camry,Used,Automatic,2,52499.5,2025,83999
1380,2016,Honda,City,Used,Automatic,1.5,72499.5,2025,38800
1381,2006,Honda,Cr-V,Used,Automatic,2,194999.5,2025,17800
1382,2018,Honda,Jazz,Used,Automatic,1.5,92499.5,2025,59800
1383,2014,Bmw,320I,Used,Automatic,2,144999.5,2025,38888
1384,2022,Proton,X70,Used,Automatic,1.8,62499.5,2025,63800
1385,2018,Toyota,Alphard,Used,Automatic,2.5,87499.5,2025,179800
1386,2021,Land,Rover,Recon,Automatic,2,7499.5,2025,358000
1387,2016,Mitsubishi,Asx,Used,Automatic,2,72499.5,2025,43999
1388,2019,Kia,Grand,Used,Automatic,2.2,62499.5,2025,95999
1390,2016,Honda,Hr-V,Used,Automatic,1.8,104999.5,2025,49800
1391,2021,Mazda,3,Used,Automatic,2,62499.5,2025,119800
1392,2017,Mazda,3,Used,Automatic,2,124999.5,2025,60800
1393,2016,Honda,Hr-V,Used,Automatic,1.8,77499.5,2025,39900
1394,2019,Perodua,Bezza,Used,Automatic,1.3,144999.5,2025,33000
1395,2022,Honda,Hr-V,Used,Automatic,1.5,22499.5,2025,90800
1396,2021,Honda,Hr-V,Used,Automatic,1.8,52499.5,2025,69900
1397,2016,BMW,X5,Used,Automatic,3,92499.5,2025,93800
1398,2015,Toyota,Camry,Used,Automatic,2,134999.5,2025,67800
1399,2014,Honda,Civic,Used,Automatic,2,104999.5,2025,31800
1400,2021,Honda,Civic,Used,Automatic,1.8,62499.5,2025,83800
1401,2019,Honda,Accord,Used,Automatic,2,62499.5,2025,82800
1402,2016,Honda,Hr-V,Used,Automatic,1.8,92499.5,2025,49800
1406,2014,Toyota,Vellfire,Used,Automatic,3.5,87499.5,2025,78800
1409,2015,BMW,320I,Used,Automatic,2,92499.5,2025,49800
1410,2017,Nissan,X-Trail,Used,Automatic,2,77499.5,2025,39900
1411,2025,Proton,X50,New,Automatic,1.5,2499.5,2025,105000
1413,2024,Proton,Saga,New,Automatic,1.3,2499.5,2025,32800
1420,2014,Nissan,Navara,Used,Automatic,2.5,224999.5,2025,36788
1424,2013,Perodua,Viva,Used,Automatic,1,77499.5,2025,10900
1425,2022,Nissan,Almera,Used,Automatic,1,22499.5,2025,55888
1426,2020,Isuzu,D-Max,Used,Automatic,1.9,52499.5,2025,69888
1427,2012,Toyota,Vios,Used,Automatic,1.5,114999.5,2025,22888
1428,2022,Proton,X50,Used,Automatic,1.5,52499.5,2025,69888
1429,2018,Bmw,X1,Used,Automatic,2,57499.5,2025,58888
1430,2017,Nissan,Serena,Used,Automatic,2,82499.5,2025,60780
1431,2011,Perodua,Alza,Used,Automatic,1.5,7499.5,2025,22780
1433,2018,Toyota,Vellfire,Used,Automatic,2.5,114999.5,2025,173000
1434,2021,Toyota,Hilux,Used,Automatic,2.8,97499.5,2025,108800
1436,2020,Toyota,Yaris,Used,Automatic,1.5,87499.5,2025,57800
1437,2017,Perodua,Axia,Used,Automatic,1,87499.5,2025,17800
1438,2010,Volkswagen,Golf,Used,Automatic,2,104999.5,2025,46900
1439,2014,Honda,Cr-Z,Used,Automatic,1.5,114999.5,2025,33700
1440,2014,Honda,Cr-V,Used,Automatic,2,87499.5,2025,41780
1441,2012,Bmw,X1,Used,Automatic,2,124999.5,2025,19800
1442,2012,Toyota,Innova,Used,Automatic,2,104999.5,2025,29700
1443,2013,Volkswagen,Passat,Used,Automatic,1.8,114999.5,2025,13500
1444,1997,Honda,Cr-V,Used,Automatic,2,184999.5,2025,7900
1447,2018,Honda,Civic,Used,Automatic,1.8,92499.5,2025,62770
1448,2021,Honda,Hr-V,Used,Automatic,1.8,57499.5,2025,83770
1449,2019,Honda,Jazz,Used,Automatic,1.5,57499.5,2025,57770
1450,2016,Honda,Civic,Used,Automatic,1.5,87499.5,2025,70770
1451,2019,Honda,Br-V,Used,Automatic,1.5,67499.5,2025,43900
1452,2019,Volvo,S90,Used,Automatic,2,87499.5,2025,109800
1453,2022,Proton,Persona,Used,Automatic,1.6,57499.5,2025,33800
1454,2016,Toyota,Sienta,Used,Automatic,1.5,87499.5,2025,40800
1455,2018,Honda,Jazz,Used,Automatic,1.5,97499.5,2025,48800
1456,2015,Mercedes,,Used,Automatic,2,144999.5,2025,75800
1457,2016,Honda,Accord,Used,Automatic,2.4,97499.5,2025,65800
1458,2006,Perodua,Myvi,Used,Automatic,1.3,324999.5,2025,12000
1459,2020,Perodua,Myvi,Used,Automatic,1.5,32499.5,2025,0
1460,2017,Perodua,Myvi,Used,Automatic,1.5,134999.5,2025,0
1461,2013,Perodua,Myvi,Used,Automatic,1.5,124999.5,2025,0
1462,2019,Honda,Accord,Used,Automatic,2,47499.5,2025,79780
1463,2016,Perodua,Alza,Used,Automatic,1.5,134999.5,2025,33780
1464,2019,Mazda,Cx-5,Used,Automatic,2,52499.5,2025,86780
1465,2017,Toyota,Hilux,Used,Automatic,2.8,114999.5,2025,75780
1466,2018,Volkswagen,Tiguan,Used,Automatic,1.4,77499.5,2025,68999
1467,2019,Volkswagen,Golf,Used,Automatic,1.4,67499.5,2025,102999
1473,2021,Honda,Civic,Used,Automatic,1.5,62499.5,2025,0
1474,2020,Honda,City,Used,Automatic,1.5,77499.5,2025,0
1478,2007,Perodua,Myvi,Used,Automatic,1.3,72499.5,2025,11999
1479,2015,Honda,Civic,Used,Automatic,1.8,97499.5,2025,44999
1480,2016,Perodua,Alza,Used,Automatic,1.5,114999.5,2025,36999
1481,2017,Perodua,Myvi,Used,Automatic,1.3,72499.5,2025,36999
1482,2015,Audi,Q5,Used,Automatic,2,82499.5,2025,51888
1483,2015,Toyota,Vios,Used,Automatic,1.5,124999.5,2025,34888
1484,2018,Honda,Accord,Used,Automatic,2.4,87499.5,2025,77600
1485,2014,Mercedes,,Used,Automatic,1.6,77499.5,2025,65888
1490,2021,Toyota,Corolla,Used,Automatic,1.8,12499.5,2025,95770
1491,2021,Perodua,Myvi,Used,Automatic,1.5,62499.5,2025,42770
1492,2021,Honda,City,Used,Automatic,1.5,47499.5,2025,63770
1493,2019,Bmw,330E,Used,Automatic,2,57499.5,2025,86800
1494,2021,Perodua,Axia,Used,Automatic,1,37499.5,2025,29800
1495,2019,Honda,Civic,Used,Automatic,1.8,57499.5,2025,74800
1496,2018,Honda,Civic,Used,Automatic,1.5,67499.5,2025,74800
1497,2016,Bmw,320I,Used,Automatic,2,87499.5,2025,76800
1498,2020,Bmw,530E,Used,Automatic,2,77499.5,2025,129800
1499,2023,Honda,City,Used,Automatic,1.5,17499.5,2025,65770
1500,2018,Volkswagen,Passat,Used,Automatic,1.8,72499.5,2025,63800
1501,2016,Perodua,Axia,Used,Automatic,1,104999.5,2025,21800
1502,2022,Nissan,Serena,Used,Automatic,2,17499.5,2025,120000
1503,2022,Mazda,Cx-5,Used,Automatic,2.5,57499.5,2025,122999
1504,2022,Mazda,Cx-5,Used,Automatic,2,52499.5,2025,116999
1505,2017,Bmw,X1,Used,Automatic,2,92499.5,2025,64800
1506,2019,Perodua,Myvi,Used,Automatic,1.5,82499.5,2025,36800
1507,2016,BMW,X1,Used,Automatic,2,114999.5,2025,58700
1508,2015,Mercedes,,Used,Automatic,2,92499.5,2025,83700
1509,2013,Proton,Preve,Used,Automatic,1.6,104999.5,2025,14700
1510,2014,TOYOTA,Camry,Used,Automatic,2.5,104999.5,2025,47700
1511,2019,PERODUA,Bezza,Used,Automatic,1.3,72499.5,2025,28700
1513,2009,Toyota,Landcruiser,Used,Automatic,4.5,77499.5,2025,159900
1514,2014,Toyota,Camry,Used,Automatic,2,92499.5,2025,49900
1515,2019,Mercedes,,Used,Automatic,2,92499.5,2025,169900
1517,2016,Honda,Accord,Used,Automatic,2,104999.5,2025,58800
1518,2020,Toyota,C-Hr,Used,Automatic,1.8,62499.5,2025,88800
1519,2012,Toyota,Hilux,Used,Automatic,2.5,174999.5,2025,47999
1520,2019,Mercedes,,Used,Automatic,2,124999.5,2025,154800
1521,2019,Mitsubishi,Triton,Used,Automatic,2.4,92499.5,2025,69800
